번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
2342,236340,메디젠휴먼케어,KONEX,"2,024",12,-,-,-,500,-,-,-,"3,014,647",-
2343,236340,메디젠휴먼케어,KONEX,"2,022",12,-,-,-,500,-,-,-,"3,014,647",-
2344,054180,메디콕스,KOSDAQ,"2,022",12,운송장비·부품,0.85,-,500,-,-,-,"24,817,403",-
2345,054180,메디콕스,KOSDAQ,"2,023",12,운송장비·부품,0.89,-,500,-,-,-,"32,391,074",-
2346,054180,메디콕스,KOSDAQ,"2,024",12,운송장비·부품,1.48,-,500,-,-,-,"58,878,283",-
2347,086900,메디톡스,KOSDAQ,"2,024",12,제약,0.43,-,500,"1,100",0.9,52.411,"7,298,497","8,424,486,062"
2348,086900,메디톡스,KOSDAQ,"2,023",12,제약,0.41,-,500,"1,100",0.5,86.915,"7,298,468","8,422,101,262"
2349,086900,메디톡스,KOSDAQ,"2,022",12,제약,0.52,0.05,500,-,-,-,"6,625,001",-
2350,078160,메디포스트,KOSDAQ,"2,022",12,제약,0.52,-,500,-,-,-,"16,264,194",-
2351,078160,메디포스트,KOSDAQ,"2,023",12,제약,0.41,-,500,-,-,-,"34,217,785",-
2352,078160,메디포스트,KOSDAQ,"2,024",12,제약,0.43,-,500,-,-,-,"34,217,785",-
2353,138040,메리츠금융지주,KOSPI,"2,022",12,기타금융,-,-,500,105,0.3,0.775,"127,571,822","12,720,282,750"
2354,138040,메리츠금융지주,KOSPI,"2,023",12,기타금융,-,-,500,"2,360",4.1,21.094,"203,372,114","448,333,971,920"
2355,138040,메리츠금융지주,KOSPI,"2,024",12,기타금융,-,-,500,"1,350",1.2,10.315,"190,720,114","240,695,655,300"
2356,408920,메쎄이상,KOSDAQ,"2,022",12,금융,1.62,-,100,-,-,-,"3,620,000",-
2357,408920,메쎄이상,KOSDAQ,"2,024",12,일반서비스,0.48,-,100,100,4.9,31.817,"43,232,455","4,288,664,700"
2358,408920,메쎄이상,KOSDAQ,"2,023",12,일반서비스,0.56,-,100,50,2,38.855,"43,232,455","2,156,831,600"
2359,021880,메이슨캐피탈,KOSDAQ,"2,024",3,금융,0.34,-,500,-,-,-,"152,184,408",-
2360,021880,메이슨캐피탈,KOSDAQ,"2,023",3,금융,0.67,-,500,-,-,-,"152,184,408",-
2361,021880,메이슨캐피탈,KOSDAQ,"2,022",3,금융,1.28,-,500,-,-,-,"151,184,408",-
2362,140410,메지온,KOSDAQ,"2,022",12,일반서비스,1.01,-,500,-,-,-,"26,742,018",-
2363,140410,메지온,KOSDAQ,"2,023",12,일반서비스,0.56,-,500,-,-,-,"29,587,389",-
2364,140410,메지온,KOSDAQ,"2,024",12,일반서비스,0.48,-,500,-,-,-,"29,963,337",-
2365,241770,메카로,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,150,1.84,26.783,"10,192,640","1,477,072,500"
2366,241770,메카로,KOSDAQ,"2,023",12,반도체,0.59,-,500,-,-,-,"10,192,640",-
2367,241770,메카로,KOSDAQ,"2,022",12,반도체,0.96,-,500,455,4.21,10.218,"10,192,640","4,464,751,200"
2368,090370,메타랩스,KOSPI,"2,024",12,섬유·의류,2.68,-,"2,500",-,-,-,"24,904,689",-
2369,090370,메타랩스,KOSPI,"2,023",12,섬유·의류,2.34,-,"2,500",-,-,-,"24,904,689",-
2370,090370,메타랩스,KOSPI,"2,022",12,섬유·의류,1.3,-,"2,500",-,-,-,"24,904,689",-
2371,059210,메타바이오메드,KOSDAQ,"2,023",12,제약,0.41,-,500,20,0.4,4.66,"23,862,351","457,422,160"
2372,059210,메타바이오메드,KOSDAQ,"2,022",12,제약,0.52,-,500,20,0.8,12.706,"23,862,351","457,422,160"
2373,059210,메타바이오메드,KOSDAQ,"2,024",12,제약,0.43,-,500,30,0.82,3.068,"23,862,351","684,933,240"
2374,118000,메타케어,KOSPI,"2,024",12,유통,2.73,-,500,-,-,-,"164,777,364",-
2375,118000,메타케어,KOSPI,"2,023",12,유통,2.13,-,500,-,-,-,"142,777,363",-
2376,118000,메타케어,KOSPI,"2,022",12,유통,2.79,-,500,-,-,-,"84,704,985",-
2377,058110,멕아이씨에스,KOSDAQ,"2,024",12,의료·정밀기기,0.46,-,500,-,-,-,"16,050,530",-
2378,058110,멕아이씨에스,KOSDAQ,"2,022",12,의료·정밀기기,0.49,-,500,30,0.4,-16.598,"16,050,530","470,385,900"
2379,058110,멕아이씨에스,KOSDAQ,"2,023",12,의료·정밀기기,0.46,-,500,-,-,-,"16,050,530",-
2380,017180,명문제약,KOSPI,"2,023",12,제약,0.23,-,500,-,-,-,"33,953,454",-
2381,017180,명문제약,KOSPI,"2,024",12,제약,0.21,-,500,-,-,-,"33,953,454",-
2382,017180,명문제약,KOSPI,"2,022",12,제약,0.29,-,500,-,-,-,"33,953,454",-
2383,009900,명신산업,KOSPI,"2,023",12,운송장비·부품,2.09,-,500,100,0.6,3.437,"52,470,133","5,247,013,300"
2384,009900,명신산업,KOSPI,"2,024",12,운송장비·부품,2.7,-,500,150,1.7,6.097,"52,470,133","7,870,519,950"
2385,009900,명신산업,KOSPI,"2,022",12,운송장비·부품,2.26,-,500,-,-,-,"52,470,133",-
2386,012690,모나리자,KOSPI,"2,022",12,종이·목재,1.81,-,500,50,1.65,78.289,"36,571,255","1,828,038,750"
2387,012690,모나리자,KOSPI,"2,024",12,종이·목재,2.88,-,500,-,-,-,"36,571,255",-
2388,012690,모나리자,KOSPI,"2,023",12,종이·목재,2.62,-,500,150,5.4,59.975,"36,571,255","5,484,116,250"
2389,005360,모나미,KOSPI,"2,024",12,유통,2.73,-,"1,000",30,1.4,-10.63,"18,897,307","566,919,210"
2390,005360,모나미,KOSPI,"2,023",12,유통,2.13,-,"1,000",50,1.6,-16.51,"18,897,307","944,865,350"
2391,005360,모나미,KOSPI,"2,022",12,유통,2.79,-,"1,000",70,2.1,39.892,"18,897,307","1,322,811,490"
2392,070960,모나용평,KOSPI,"2,023",12,일반서비스,0.87,-,"5,000",-,-,-,"48,133,333",-
2393,070960,모나용평,KOSPI,"2,022",12,일반서비스,0.78,-,"5,000",-,-,-,"48,133,333",-
2394,070960,모나용평,KOSPI,"2,024",12,일반서비스,1.84,-,"5,000",-,-,-,"48,133,333",-
2395,434480,모니터랩,KOSDAQ,"2,024",12,IT 서비스,0.72,-,100,-,-,-,"12,253,300",-
2396,434480,모니터랩,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2397,434480,모니터랩,KOSDAQ,"2,023",12,소프트웨어,0.55,-,100,-,-,-,"12,100,250",-
2398,080420,모다이노칩,KOSDAQ,"2,022",12,IT부품,0.58,-,500,-,-,-,"79,721,622",-
2399,080420,모다이노칩,KOSDAQ,"2,023",12,IT부품,0.66,-,500,-,-,-,"79,721,622",-
2400,080420,모다이노칩,KOSDAQ,"2,024",12,유통,0.93,-,500,-,-,-,"79,721,622",-
2401,417970,모델솔루션,KOSDAQ,"2,022",12,기계·장비,0.77,-,500,300,1.6,24.893,"6,396,700","1,919,010,000"
2402,417970,모델솔루션,KOSDAQ,"2,023",12,기계·장비,0.49,-,500,40,0.27,24.003,"6,396,700","255,868,000"
2403,417970,모델솔루션,KOSDAQ,"2,024",12,기계·장비,0.68,-,500,210,2.31,25.403,"6,396,700","1,343,307,000"
2404,080160,모두투어,KOSDAQ,"2,022",12,일반서비스,1.01,-,500,-,-,-,"18,900,000",-
2405,080160,모두투어,KOSDAQ,"2,024",12,일반서비스,0.48,-,500,250,2.4,39.923,"18,900,000","4,328,072,250"
2406,080160,모두투어,KOSDAQ,"2,023",12,일반서비스,0.56,-,500,250,1.6,33.46,"18,900,000","4,412,769,750"
2407,087260,모바일어플라이언스,KOSDAQ,"2,023",12,소프트웨어,0.55,-,500,-,-,-,"32,552,861",-
2408,087260,모바일어플라이언스,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,-,-,-,"32,552,861",-
2409,087260,모바일어플라이언스,KOSDAQ,"2,022",12,소프트웨어,0.76,-,500,-,-,-,"32,552,861",-
2410,101330,모베이스,KOSDAQ,"2,022",12,IT부품,0.58,-,500,70,2.3,6.659,"23,958,188","1,624,305,620"
2411,101330,모베이스,KOSDAQ,"2,023",12,IT부품,0.66,-,500,70,2,4.45,"23,147,029","909,657,840"
2412,101330,모베이스,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"23,147,029",-
2413,012860,모베이스전자,KOSDAQ,"2,024",12,운송장비·부품,1.48,-,500,-,-,-,"73,233,457",-
2414,012860,모베이스전자,KOSDAQ,"2,022",12,운송장비·부품,0.85,-,500,10,0.78,10.743,"73,233,457","730,342,570"
2415,012860,모베이스전자,KOSDAQ,"2,023",12,운송장비·부품,0.89,-,500,-,-,-,"73,233,457",-
2416,363260,모비데이즈,KOSDAQ,"2,023",12,일반서비스,0.56,-,100,-,-,-,"160,818,847",-
2417,363260,모비데이즈,KOSDAQ,"2,024",12,일반서비스,0.48,-,500,-,-,-,"32,163,769",-
2418,363260,모비데이즈,KOSDAQ,"2,022",12,일반서비스,1.01,-,100,-,-,-,"160,018,847",-
2419,348030,모비릭스,KOSDAQ,"2,022",12,디지털컨텐츠,0.34,-,100,-,-,-,"9,603,800",-
2420,348030,모비릭스,KOSDAQ,"2,024",12,IT 서비스,0.72,-,100,-,-,-,"9,603,800",-
2421,348030,모비릭스,KOSDAQ,"2,023",12,디지털컨텐츠,0.42,-,100,-,-,-,"9,603,800",-
2422,250060,모비스,KOSDAQ,"2,022",12,소프트웨어,0.76,-,100,-,-,-,"32,171,314",-
2423,250060,모비스,KOSDAQ,"2,023",12,소프트웨어,0.55,-,100,-,-,-,"32,171,314",-
2424,250060,모비스,KOSDAQ,"2,024",12,IT 서비스,0.72,-,100,-,-,-,"32,171,314",-
2425,288980,모아데이타,KOSDAQ,"2,022",12,소프트웨어,0.76,-,500,-,-,-,"32,785,632",-
2426,288980,모아데이타,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,-,-,-,"34,556,562",-
2427,288980,모아데이타,KOSDAQ,"2,023",12,소프트웨어,0.55,-,500,-,-,-,"33,681,812",-
2428,142760,모아라이프플러스,KOSDAQ,"2,023",12,일반서비스,0.56,-,500,-,-,-,"32,275,041",-
2429,142760,모아라이프플러스,KOSDAQ,"2,024",12,일반서비스,0.48,-,500,-,-,-,"37,734,811",-
2430,142760,모아라이프플러스,KOSDAQ,"2,022",12,일반서비스,1.01,-,500,-,-,-,"31,448,597",-
2431,033200,모아텍,KOSDAQ,"2,023",3,IT부품,0.41,-,500,-,-,-,"14,331,185",-
2432,033200,모아텍,KOSDAQ,"2,022",3,IT부품,0.37,-,500,-,-,-,"14,331,185",-
2433,033200,모아텍,KOSDAQ,"2,024",3,IT부품,0.65,-,500,-,-,-,"14,331,185",-
2434,333050,모코엠시스,KOSDAQ,"2,023",12,소프트웨어,0.55,-,100,14,1,30.468,"23,551,534","329,661,248"
2435,333050,모코엠시스,KOSDAQ,"2,022",12,소프트웨어,0.76,-,100,14,0.9,-18.35,"22,561,534","315,801,248"
2436,333050,모코엠시스,KOSDAQ,"2,024",12,IT 서비스,0.72,-,100,16,1.2,15.58,"24,459,326","368,000,384"
2437,009680,모토닉,KOSPI,"2,024",12,운송장비·부품,2.7,-,500,600,6.9,40.098,"33,000,000","12,976,574,400"
2438,009680,모토닉,KOSPI,"2,023",12,운송장비·부품,2.09,-,500,450,5.29,35.422,"33,000,000","9,732,430,800"
2439,009680,모토닉,KOSPI,"2,022",12,운송장비·부품,2.26,-,500,400,4.7,40.243,"33,000,000","8,651,049,600"
2440,118990,모트렉스,KOSDAQ,"2,023",12,운송장비·부품,0.89,-,500,-,-,-,"24,861,990",-
2441,118990,모트렉스,KOSDAQ,"2,022",12,운송장비·부품,0.85,-,500,246,1.66,15.609,"24,495,500","6,009,418,872"
2442,118990,모트렉스,KOSDAQ,"2,024",12,운송장비·부품,1.48,-,500,-,-,-,"24,861,990",-
2443,463480,모티브링크,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2444,463480,모티브링크,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
2445,463480,모티브링크,KOSDAQ,"2,024",12,-,-,-,-,-,-,-,-,-
2446,006920,모헨즈,KOSDAQ,"2,024",12,비금속,1.89,-,500,-,-,-,"10,920,000",-
2447,006920,모헨즈,KOSDAQ,"2,023",12,비금속,1.47,-,500,-,-,-,"10,920,000",-
2448,006920,모헨즈,KOSDAQ,"2,022",12,비금속,1.55,-,500,-,-,-,"10,920,000",-
2449,009580,무림P&P,KOSPI,"2,023",12,종이·목재,2.62,-,"2,500",100,3.2,-28.825,"62,368,324","6,236,377,800"
2450,009580,무림P&P,KOSPI,"2,024",12,종이·목재,2.88,-,"2,500",100,3.7,27.598,"62,368,324","6,236,377,800"
2451,009580,무림P&P,KOSPI,"2,022",12,종이·목재,1.81,-,"2,500",150,3.3,20.551,"62,368,324","9,354,566,700"
2452,001810,무림SP,KOSDAQ,"2,024",12,종이·목재,0.97,-,500,10,0.7,6.636,"22,137,500","221,375,000"
2453,001810,무림SP,KOSDAQ,"2,023",12,종이·목재,0.4,-,500,10,0.5,-3.862,"22,137,500","221,375,000"
2454,001810,무림SP,KOSDAQ,"2,022",12,종이·목재,0.43,-,500,15,0.5,-3.828,"22,137,500","332,062,500"
2455,009200,무림페이퍼,KOSPI,"2,024",12,종이·목재,2.88,-,"2,500",100,4.8,8.432,"41,609,310","4,160,931,000"
2456,009200,무림페이퍼,KOSPI,"2,023",12,종이·목재,2.62,-,"2,500",75,3.5,222.589,"41,609,310","3,120,698,250"
2457,009200,무림페이퍼,KOSPI,"2,022",12,종이·목재,1.81,-,"2,500",50,1.9,5.985,"41,609,310","2,080,465,500"
2458,322970,무진메디,KONEX,"2,022",12,-,-,-,500,-,-,-,"7,562,493",-
2459,322970,무진메디,KONEX,"2,024",12,-,-,-,500,-,-,-,"10,051,978",-
2460,322970,무진메디,KONEX,"2,023",12,-,-,-,500,-,-,-,"10,009,582",-
2461,033920,무학,KOSPI,"2,024",12,음식료·담배,2.63,-,200,130,1.96,7.111,"28,500,000","3,443,292,840"
2462,033920,무학,KOSPI,"2,023",12,음식료·담배,1.7,-,200,230,4.18,9.311,"28,500,000","6,091,979,640"
2463,033920,무학,KOSPI,"2,022",12,음식료·담배,1.43,-,200,230,4.53,-46.144,"28,500,000","6,091,979,640"
2464,008420,문배철강,KOSPI,"2,024",12,금속,2.46,-,500,50,2.17,14.042,"20,503,505","929,127,950"
2465,008420,문배철강,KOSPI,"2,022",12,금속,4.05,-,500,50,1.49,3.718,"20,503,505","974,719,300"
2466,008420,문배철강,KOSPI,"2,023",12,금속,2.37,-,500,50,1.59,5.202,"20,503,505","965,572,150"
2467,279600,미디어젠,KOSDAQ,"2,023",12,소프트웨어,0.55,-,500,-,-,-,"4,684,781",-
2468,279600,미디어젠,KOSDAQ,"2,022",12,소프트웨어,0.76,-,500,-,-,-,"4,684,781",-
2469,279600,미디어젠,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,-,-,-,"4,684,781",-
2470,095500,미래나노텍,KOSDAQ,"2,024",12,화학,0.6,-,500,50,-,5.504,"31,009,999","1,418,619,150"
2471,095500,미래나노텍,KOSDAQ,"2,022",12,IT부품,0.58,-,500,60,0.36,-21.644,"31,009,999","1,551,027,240"
2472,095500,미래나노텍,KOSDAQ,"2,023",12,IT부품,0.66,-,500,-,-,-,"31,009,999",-
2473,254490,미래반도체,KOSDAQ,"2,024",12,유통,0.93,-,100,-,-,-,"14,438,000",-
2474,254490,미래반도체,KOSDAQ,"2,023",12,유통,0.63,-,100,-,-,-,"14,438,000",-
2475,254490,미래반도체,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2476,025560,미래산업,KOSPI,"2,023",12,의료·정밀기기,2.77,-,500,-,-,-,"30,429,770",-
2477,025560,미래산업,KOSPI,"2,022",12,의료·정밀기기,2.75,-,500,-,-,-,"4,452,007",-
2478,025560,미래산업,KOSPI,"2,024",12,의료·정밀기기,0.49,-,500,-,-,-,"53,662,924",-
2479,218150,미래생명자원,KOSDAQ,"2,023",12,음식료·담배,0.97,-,100,-,-,-,"20,415,802",-
2480,218150,미래생명자원,KOSDAQ,"2,024",12,음식료·담배,1.95,-,100,-,-,-,"20,415,802",-
2481,218150,미래생명자원,KOSDAQ,"2,022",12,음식료·담배,1.31,-,100,-,-,-,"19,895,844",-
2482,007120,미래아이앤지,KOSPI,"2,023",12,일반서비스,0.87,-,500,-,-,-,"27,883,584",-
2483,007120,미래아이앤지,KOSPI,"2,024",12,IT 서비스,-,-,500,-,-,-,"28,878,608",-
2484,007120,미래아이앤지,KOSPI,"2,022",12,일반서비스,0.78,-,100,-,-,-,"139,417,924",-
2485,442900,미래에셋드림스팩1호,KOSDAQ,"2,024",12,금융,0.71,-,500,-,-,-,"7,680,000",-
2486,442900,미래에셋드림스팩1호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2487,442900,미래에셋드림스팩1호,KOSDAQ,"2,023",12,금융,0.34,-,500,-,-,-,"7,680,000",-
2488,100790,미래에셋벤처투자,KOSDAQ,"2,022",12,금융,1.62,-,"1,000",-,-,-,"48,480,361",-
2489,100790,미래에셋벤처투자,KOSDAQ,"2,024",12,금융,0.71,-,"1,000",85,1.8,52.767,"53,124,634","4,515,249,130"
2490,100790,미래에셋벤처투자,KOSDAQ,"2,023",12,금융,0.34,-,"1,000",-,-,-,"54,167,350",-
2491,446190,미래에셋비전스팩2호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2492,446190,미래에셋비전스팩2호,KOSDAQ,"2,023",12,금융,0.34,-,100,-,-,-,"4,950,000",-
2493,446190,미래에셋비전스팩2호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"4,950,000",-
2494,448830,미래에셋비전스팩3호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2495,448830,미래에셋비전스팩3호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"4,920,000",-
2496,448830,미래에셋비전스팩3호,KOSDAQ,"2,023",12,금융,0.34,-,100,-,-,-,"4,920,000",-
2497,477380,미래에셋비전스팩4호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2498,477380,미래에셋비전스팩4호,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
2499,477380,미래에셋비전스팩4호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"8,100,000",-
2500,477470,미래에셋비전스팩5호,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
2501,477470,미래에셋비전스팩5호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"5,480,000",-
2502,477470,미래에셋비전스팩5호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2503,478440,미래에셋비전스팩6호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"6,930,000",-
2504,478440,미래에셋비전스팩6호,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
2505,478440,미래에셋비전스팩6호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2506,482680,미래에셋비전스팩7호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"8,215,000",-
2507,482680,미래에셋비전스팩7호,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
2508,482680,미래에셋비전스팩7호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2509,085620,미래에셋생명,KOSPI,"2,022",12,보험,3.72,-,"5,000",-,-,-,"177,016,189",-
2510,085620,미래에셋생명,KOSPI,"2,023",12,보험,3.78,-,"5,000",-,-,-,"177,016,189",-
2511,085620,미래에셋생명,KOSPI,"2,024",12,보험,3.95,-,"5,000",-,-,-,"177,016,189",-
2512,006800,미래에셋증권,KOSPI,"2,023",12,증권,3.7,-,"5,000",150,1.7,26.582,"605,316,408","89,808,285,450"
2513,006800,미래에셋증권,KOSPI,"2,024",12,증권,3.56,-,"5,000",250,2.92,15.847,"585,316,408","146,655,475,750"
2514,006800,미래에셋증권,KOSPI,"2,022",12,증권,6.19,-,"5,000",200,3.1,18.71,"615,316,408","123,424,380,600"
2515,208890,미래엔에듀파트너,KONEX,"2,022",12,-,-,-,"1,000",-,-,-,"3,150,820",-
2516,208890,미래엔에듀파트너,KONEX,"2,023",12,-,-,-,"1,000",-,-,-,"4,005,520",-
2517,208890,미래엔에듀파트너,KONEX,"2,024",12,-,-,-,"1,000",-,-,-,"4,005,520",-
2518,049950,미래컴퍼니,KOSDAQ,"2,022",12,기계·장비,0.77,0.03,500,300,1.6,7.888,"8,586,820","2,310,646,500"
2519,049950,미래컴퍼니,KOSDAQ,"2,023",12,기계·장비,0.49,-,500,100,0.3,22.398,"8,817,884","792,662,900"
2520,049950,미래컴퍼니,KOSDAQ,"2,024",12,기계·장비,0.68,-,500,-,-,-,"8,817,884",-
2521,207760,미스터블루,KOSDAQ,"2,024",12,IT 서비스,0.72,-,100,-,-,-,"83,079,783",-
2522,207760,미스터블루,KOSDAQ,"2,022",12,디지털컨텐츠,0.34,-,100,10,0.26,23.82,"24,891,745","746,752,350"
2523,207760,미스터블루,KOSDAQ,"2,023",12,디지털컨텐츠,0.42,-,100,-,-,-,"74,774,372",-
2524,081660,미스토홀딩스,KOSPI,"2,023",12,유통,2.13,-,"1,000","1,090",2.8,42.797,"60,752,222","65,504,464,510"
2525,081660,미스토홀딩스,KOSPI,"2,022",12,유통,2.79,-,"1,000","1,580",4.6,20.309,"60,752,222","94,951,425,620"
2526,081660,미스토홀딩스,KOSPI,"2,024",12,유통,2.73,-,"1,000","1,200",3.08,33.439,"60,095,839","69,459,139,040"
2527,002840,미원상사,KOSPI,"2,022",12,화학,2.41,-,500,"1,500",0.89,10.107,"4,850,000","7,298,726,500"
2528,002840,미원상사,KOSPI,"2,023",12,화학,2.11,-,500,"2,000",1.18,15.571,"4,750,000","9,500,965,000"
2529,002840,미원상사,KOSPI,"2,024",12,화학,1.64,-,500,"2,000",1.07,18.438,"4,750,000","9,320,460,500"
2530,268280,미원에스씨,KOSPI,"2,022",12,화학,2.41,-,500,"2,300",1.5,17.774,"5,100,000","11,521,900,000"
2531,268280,미원에스씨,KOSPI,"2,024",12,화학,1.64,-,500,"2,500",1.7,22.328,"5,000,000","12,183,828,900"
2532,268280,미원에스씨,KOSPI,"2,023",12,화학,2.11,-,500,"2,100",1.5,55.73,"5,000,000","10,368,574,300"
2533,107590,미원홀딩스,KOSPI,"2,024",12,기타금융,-,-,500,700,0.9,5.542,"2,320,000","1,620,815,000"
2534,107590,미원홀딩스,KOSPI,"2,022",12,기타금융,-,-,500,700,0.6,8.031,"2,320,000","1,620,815,000"
2535,107590,미원홀딩스,KOSPI,"2,023",12,기타금융,-,-,500,700,0.9,9.514,"2,320,000","1,620,815,000"
2536,134380,미원화학,KOSPI,"2,022",12,화학,2.41,-,"1,000","2,500",3.66,31.45,"2,199,268","5,114,139,000"
2537,134380,미원화학,KOSPI,"2,024",12,화학,1.64,-,"1,000","4,000",5.03,29.794,"2,199,268","8,023,718,000"
2538,134380,미원화학,KOSPI,"2,023",12,화학,2.11,-,"1,000","3,500",4.99,32.439,"2,199,268","7,076,313,000"
2539,351020,미쥬,KONEX,"2,022",12,-,-,-,-,-,-,-,-,-
2540,351020,미쥬,KONEX,"2,024",12,-,-,-,100,-,-,-,"2,075,000",-
2541,351020,미쥬,KONEX,"2,023",12,-,-,-,100,-,-,-,"2,075,000",-
2542,003650,미창석유공업,KOSPI,"2,024",12,화학,1.64,-,"5,000","3,000",3.3,8.625,"1,739,672","4,538,937,000"
2543,003650,미창석유공업,KOSPI,"2,022",12,화학,2.41,-,"5,000","2,500",3.14,11.414,"1,739,672","3,782,447,500"
2544,003650,미창석유공업,KOSPI,"2,023",12,화학,2.11,-,"5,000","2,800",3.8,8.891,"1,739,672","4,236,341,200"
2545,059090,미코,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"33,416,778",-
2546,059090,미코,KOSDAQ,"2,023",12,반도체,0.59,-,500,-,-,-,"33,416,778",-
2547,059090,미코,KOSDAQ,"2,022",12,반도체,0.96,-,500,-,-,-,"33,416,778",-
2548,201490,미투온,KOSDAQ,"2,023",12,디지털컨텐츠,0.42,-,500,-,-,-,"31,257,770",-
2549,201490,미투온,KOSDAQ,"2,022",12,디지털컨텐츠,0.34,-,500,-,-,-,"31,257,770",-
2550,201490,미투온,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,-,-,-,"30,390,092",-
2551,475460,미트박스,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2552,475460,미트박스,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
2553,475460,미트박스,KOSDAQ,"2,024",12,-,-,-,-,-,-,-,-,-
2554,452200,민테크,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
2555,452200,민테크,KOSDAQ,"2,024",12,의료·정밀기기,0.46,-,100,-,-,-,"22,162,300",-
2556,452200,민테크,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
2557,206640,바디텍메드,KOSDAQ,"2,023",12,제약,0.41,-,"1,000",200,1.2,16.476,"23,486,560","4,393,759,200"
2558,206640,바디텍메드,KOSDAQ,"2,022",12,제약,0.52,-,"1,000",150,1.4,13.034,"23,486,560","3,295,169,400"
2559,206640,바디텍메드,KOSDAQ,"2,024",12,제약,0.43,-,"1,000",150,0.9,12.003,"23,486,560","3,267,334,800"
2560,018700,바른손,KOSDAQ,"2,023",12,유통,0.63,-,"1,000",-,-,-,"35,119,757",-
2561,018700,바른손,KOSDAQ,"2,022",12,유통,0.81,-,"1,000",-,-,-,"35,119,757",-
2562,018700,바른손,KOSDAQ,"2,024",12,유통,0.93,-,"1,000",-,-,-,"35,119,757",-
2563,035620,바른손이앤에이,KOSDAQ,"2,023",12,오락·문화,0.41,-,500,-,-,-,"74,439,675",-
2564,035620,바른손이앤에이,KOSDAQ,"2,022",12,오락·문화,0.2,-,500,-,-,-,"74,439,675",-
2565,035620,바른손이앤에이,KOSDAQ,"2,024",12,오락·문화,0.7,-,500,-,-,-,"74,439,675",-
2566,354390,바스칸바이오제약,KONEX,"2,023",12,-,-,-,"2,500",-,-,-,"7,018,247",-
2567,354390,바스칸바이오제약,KONEX,"2,024",12,-,-,-,"2,500",-,-,-,"7,018,247",-
2568,354390,바스칸바이오제약,KONEX,"2,022",12,-,-,-,"2,500",-,-,-,"7,018,247",-
2569,053030,바이넥스,KOSDAQ,"2,023",12,제약,0.41,-,500,-,-,-,"31,761,048",-
2570,053030,바이넥스,KOSDAQ,"2,022",12,제약,0.52,-,500,-,-,-,"31,761,048",-
2571,053030,바이넥스,KOSDAQ,"2,024",12,제약,0.43,-,500,-,-,-,"32,684,188",-
2572,301300,바이브컴퍼니,KOSDAQ,"2,023",12,소프트웨어,0.55,-,500,-,-,-,"12,325,294",-
2573,301300,바이브컴퍼니,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,-,-,-,"12,394,861",-
2574,301300,바이브컴퍼니,KOSDAQ,"2,022",12,소프트웨어,0.76,-,500,-,-,-,"5,595,980",-
2575,377740,바이오노트,KOSPI,"2,022",12,제약,0.29,-,500,490,4.9,16.218,"101,876,048","49,919,263,520"
2576,377740,바이오노트,KOSPI,"2,024",12,제약,0.21,-,500,200,4.27,36.685,"102,056,048","20,272,249,200"
2577,377740,바이오노트,KOSPI,"2,023",12,제약,0.23,-,500,200,4.41,-99.581,"102,056,048","20,411,209,600"
