번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
4522,071670,에이테크솔루션,KOSDAQ,"2,023",12,기계·장비,0.49,-,500,-,-,-,"10,000,000",-
4523,071670,에이테크솔루션,KOSDAQ,"2,024",12,기계·장비,0.68,-,500,-,-,-,"10,000,000",-
4524,071670,에이테크솔루션,KOSDAQ,"2,022",12,기계·장비,0.77,-,500,-,-,-,"10,000,000",-
4525,045660,에이텍,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,300,1.06,14.18,"8,260,000","2,203,367,100"
4526,045660,에이텍,KOSDAQ,"2,023",12,정보기기,1.18,-,500,200,1.55,32.363,"8,260,000","1,552,456,200"
4527,045660,에이텍,KOSDAQ,"2,022",12,정보기기,1.14,-,500,200,2.28,29.083,"8,260,000","1,558,840,600"
4528,224110,에이텍모빌리티,KOSDAQ,"2,022",12,정보기기,1.14,-,500,100,1,8.262,"5,340,000","515,715,400"
4529,224110,에이텍모빌리티,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,300,1.1,7.288,"5,340,000","1,434,115,800"
4530,224110,에이텍모빌리티,KOSDAQ,"2,023",12,정보기기,1.18,-,500,200,1.5,9.09,"5,340,000","1,003,920,000"
4531,021080,에이티넘인베스트,KOSDAQ,"2,023",12,금융,0.34,-,500,120,4,27.487,"48,000,000","5,519,349,000"
4532,021080,에이티넘인베스트,KOSDAQ,"2,022",12,금융,1.62,-,500,150,5.24,0,"48,000,000","7,049,186,250"
4533,021080,에이티넘인베스트,KOSDAQ,"2,024",12,금융,0.71,-,500,70,3.1,29.69,"48,000,000","3,219,620,250"
4534,200470,에이팩트,KOSDAQ,"2,022",12,반도체,0.96,-,500,-,-,-,"42,362,093",-
4535,200470,에이팩트,KOSDAQ,"2,023",12,반도체,0.59,-,500,-,-,-,"42,362,093",-
4536,200470,에이팩트,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"42,362,093",-
4537,207490,에이펙스인텍,KONEX,"2,022",12,-,-,-,500,30,0.4,136.709,"3,600,000","108,000,000"
4538,207490,에이펙스인텍,KONEX,"2,024",12,-,-,-,500,30,0.4,-18.243,"3,600,000","108,000,000"
4539,207490,에이펙스인텍,KONEX,"2,023",12,-,-,-,500,30,0.4,106.931,"3,600,000","108,000,000"
4540,262260,에이프로,KOSDAQ,"2,023",12,전기·전자,0.23,-,500,200,1.5,23.861,"14,461,554","2,879,515,600"
4541,262260,에이프로,KOSDAQ,"2,022",12,전기·전자,0.38,-,500,-,-,-,"14,440,643",-
4542,262260,에이프로,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,100,2,52.089,"14,468,152","1,436,098,700"
4543,007460,에이프로젠,KOSPI,"2,022",12,기계·장비,1.49,-,500,-,-,-,"761,006,567",-
4544,007460,에이프로젠,KOSPI,"2,024",12,금속,2.46,-,500,-,-,-,"304,124,494",-
4545,007460,에이프로젠,KOSPI,"2,023",12,기계·장비,1.13,-,500,-,-,-,"264,837,258",-
4546,003060,에이프로젠바이오로직스,KOSPI,"2,023",12,제약,0.23,-,500,-,-,-,"665,754,689",-
4547,003060,에이프로젠바이오로직스,KOSPI,"2,024",12,제약,0.21,-,500,-,-,-,"198,407,845",-
4548,003060,에이프로젠바이오로직스,KOSPI,"2,022",12,제약,0.29,-,500,-,-,-,"398,575,882",-
4549,397030,에이프릴바이오,KOSDAQ,"2,024",12,일반서비스,0.48,-,"1,000",-,-,-,"22,435,596",-
4550,397030,에이프릴바이오,KOSDAQ,"2,022",12,일반서비스,1.01,-,"1,000",-,-,-,"10,561,025",-
4551,397030,에이프릴바이오,KOSDAQ,"2,023",12,일반서비스,0.56,-,"1,000",-,-,-,"21,574,190",-
4552,244920,에이플러스에셋,KOSPI,"2,022",12,기타금융,-,-,500,200,3.97,6.901,"22,607,693","4,521,538,600"
4553,244920,에이플러스에셋,KOSPI,"2,023",12,기타금융,-,-,500,200,4.66,38.722,"22,607,693","4,521,538,600"
4554,244920,에이플러스에셋,KOSPI,"2,024",12,기타금융,-,-,500,200,4.38,44.719,"22,607,693","4,521,538,600"
4555,278470,에이피알,KOSPI,"2,023",12,-,-,-,-,-,-,-,-,-
4556,278470,에이피알,KOSPI,"2,024",12,화학,1.64,-,100,-,-,-,"38,125,890",-
4557,278470,에이피알,KOSPI,"2,022",12,-,-,-,-,-,-,-,-,-
4558,230240,에치에프알,KOSDAQ,"2,023",12,통신장비,0.53,-,500,220,1.25,154.315,"13,489,026","2,887,230,280"
4559,230240,에치에프알,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"13,309,000",-
4560,230240,에치에프알,KOSDAQ,"2,022",12,통신장비,0.59,-,500,-,-,-,"13,489,026",-
4561,159910,에코글로우,KOSDAQ,"2,024",12,화학,0.6,-,100,-,-,-,"36,410,098",-
4562,159910,에코글로우,KOSDAQ,"2,022",12,반도체,0.96,-,100,-,-,-,"354,150,749",-
4563,159910,에코글로우,KOSDAQ,"2,023",12,반도체,0.59,-,100,-,-,-,"35,415,074",-
4564,230360,에코마케팅,KOSDAQ,"2,023",12,일반서비스,0.56,-,100,200,1.9,13.128,"32,368,029","6,413,605,800"
4565,230360,에코마케팅,KOSDAQ,"2,024",12,일반서비스,0.48,-,100,500,4.9,43.422,"31,468,029","15,734,014,500"
4566,230360,에코마케팅,KOSDAQ,"2,022",12,일반서비스,1.01,-,100,310,2.1,22.18,"32,368,029","10,017,788,990"
4567,038870,에코바이오,KOSDAQ,"2,023",12,일반서비스,0.56,-,500,-,-,-,"13,622,462",-
4568,038870,에코바이오,KOSDAQ,"2,022",12,일반서비스,1.01,-,500,-,-,-,"11,804,087",-
4569,038870,에코바이오,KOSDAQ,"2,024",12,일반서비스,0.48,-,500,-,-,-,"14,014,949",-
4570,097780,에코볼트,KOSDAQ,"2,024",12,운송장비·부품,1.48,-,"1,000",-,-,-,"67,730,338",-
4571,097780,에코볼트,KOSDAQ,"2,023",12,운송장비·부품,0.89,-,"1,000",-,-,-,"62,730,338",-
4572,097780,에코볼트,KOSDAQ,"2,022",12,운송장비·부품,0.85,-,"1,000",-,-,-,"56,704,050",-
4573,448280,에코아이,KOSDAQ,"2,024",12,일반서비스,0.48,-,500,500,2.42,219.1,"9,877,043","4,938,521,500"
4574,448280,에코아이,KOSDAQ,"2,023",12,일반서비스,0.56,-,500,500,0.9,31.47,"9,877,043","4,938,521,500"
4575,448280,에코아이,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4576,101360,에코앤드림,KOSDAQ,"2,022",12,화학,0.56,-,500,-,-,-,"10,608,636",-
4577,101360,에코앤드림,KOSDAQ,"2,023",12,화학,0.48,-,500,-,-,-,"11,415,283",-
4578,101360,에코앤드림,KOSDAQ,"2,024",12,화학,0.6,-,500,-,-,-,"17,786,114",-
4579,128540,에코캡,KOSDAQ,"2,024",12,운송장비·부품,1.48,-,100,-,-,-,"26,690,460",-
4580,128540,에코캡,KOSDAQ,"2,022",12,운송장비·부품,0.85,-,100,-,-,-,"26,690,460",-
4581,128540,에코캡,KOSDAQ,"2,023",12,운송장비·부품,0.89,-,100,-,-,-,"26,690,460",-
4582,086520,에코프로,KOSDAQ,"2,023",12,금융,0.34,-,500,-,-,-,"26,627,668",-
4583,086520,에코프로,KOSDAQ,"2,024",12,금융,0.71,-,100,100,0.17,-4.465,"133,138,340","13,189,060,000"
4584,086520,에코프로,KOSDAQ,"2,022",12,금융,1.62,0.03,500,500,0.4,5.67,"25,209,982","12,508,252,500"
4585,450080,에코프로머티,KOSPI,"2,024",12,전기·전자,1.59,-,500,-,-,-,"69,738,568",-
4586,450080,에코프로머티,KOSPI,"2,023",12,전기·전자,1.25,-,500,-,-,-,"68,985,218",-
4587,450080,에코프로머티,KOSPI,"2,022",12,-,-,-,-,-,-,-,-,-
4588,247540,에코프로비엠,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"97,801,344",-
4589,247540,에코프로비엠,KOSDAQ,"2,022",12,전기·전자,0.38,-,500,450,0.46,16.117,"97,801,344","43,944,752,250"
4590,247540,에코프로비엠,KOSDAQ,"2,023",12,전기·전자,0.23,-,500,-,-,-,"97,801,344",-
4591,383310,에코프로에이치엔,KOSDAQ,"2,024",12,화학,0.6,-,500,300,1,29.144,"20,974,932","6,280,031,400"
4592,383310,에코프로에이치엔,KOSDAQ,"2,023",12,화학,0.48,-,500,600,0.89,27.262,"15,304,932","9,145,272,600"
4593,383310,에코프로에이치엔,KOSDAQ,"2,022",12,화학,0.56,-,500,600,1.2,28.245,"15,304,932","9,140,944,800"
4594,038110,에코플라스틱,KOSDAQ,"2,023",12,운송장비·부품,0.89,-,500,60,1.2,5.566,"41,169,370","2,410,724,280"
4595,038110,에코플라스틱,KOSDAQ,"2,024",12,운송장비·부품,1.48,-,500,60,2.5,18.245,"41,169,370","2,410,724,280"
4596,038110,에코플라스틱,KOSDAQ,"2,022",12,운송장비·부품,0.85,-,500,50,1.8,7.031,"34,169,370","1,658,936,900"
4597,073540,에프알텍,KOSDAQ,"2,023",12,통신장비,0.53,-,500,-,-,-,"11,400,000",-
4598,073540,에프알텍,KOSDAQ,"2,022",12,통신장비,0.59,-,500,-,-,-,"11,400,000",-
4599,073540,에프알텍,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"11,400,000",-
4600,064850,에프앤가이드,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,220,2.7,61.181,"11,410,332","2,510,273,040"
4601,064850,에프앤가이드,KOSDAQ,"2,023",12,일반서비스,0.56,-,500,180,2.8,26.498,"12,080,000","2,043,000,000"
4602,064850,에프앤가이드,KOSDAQ,"2,022",12,일반서비스,1.01,-,500,180,2.7,26.357,"12,080,000","2,093,810,220"
4603,036810,에프에스티,KOSDAQ,"2,022",12,반도체,0.96,-,500,100,0.6,4.798,"21,756,789","1,959,645,200"
4604,036810,에프에스티,KOSDAQ,"2,023",12,반도체,0.59,-,500,50,0.2,-5.412,"21,756,789","979,822,600"
4605,036810,에프에스티,KOSDAQ,"2,024",12,전기·전자,0.51,0.01,500,-,-,-,"21,756,789",-
4606,173940,에프엔씨엔터,KOSDAQ,"2,023",12,오락·문화,0.41,-,500,-,-,-,"15,392,808",-
4607,173940,에프엔씨엔터,KOSDAQ,"2,024",12,오락·문화,0.7,-,500,-,-,-,"15,392,808",-
4608,173940,에프엔씨엔터,KOSDAQ,"2,022",12,오락·문화,0.2,-,500,-,-,-,"15,208,397",-
4609,083500,에프엔에스테크,KOSDAQ,"2,023",12,기계·장비,0.49,-,500,80,0.7,43.966,"8,490,722","632,672,000"
4610,083500,에프엔에스테크,KOSDAQ,"2,024",12,기계·장비,0.68,-,500,200,2.5,10.625,"8,575,722","1,547,875,400"
4611,083500,에프엔에스테크,KOSDAQ,"2,022",12,기계·장비,0.77,-,500,100,1.3,19.527,"8,490,722","790,840,000"
4612,446440,에피바이오텍,KONEX,"2,024",12,-,-,-,500,-,-,-,"2,297,504",-
4613,446440,에피바이오텍,KONEX,"2,023",12,-,-,-,500,-,-,-,"2,297,504",-
4614,446440,에피바이오텍,KONEX,"2,022",12,-,-,-,-,-,-,-,-,-
4615,054940,엑사이엔씨,KOSDAQ,"2,024",12,건설,1.82,-,500,-,-,-,"33,173,548",-
4616,054940,엑사이엔씨,KOSDAQ,"2,023",12,건설,2.14,-,500,-,-,-,"33,173,548",-
4617,054940,엑사이엔씨,KOSDAQ,"2,022",12,건설,1.91,-,500,-,-,-,"33,173,548",-
4618,950130,엑세스바이오,KOSDAQ,"2,024",12,제약,0.43,-,무액면,-,-,-,"37,727,832",-
4619,950130,엑세스바이오,KOSDAQ,"2,023",12,제약,0.41,-,무액면,-,-,-,"36,315,527",-
4620,950130,엑세스바이오,KOSDAQ,"2,022",12,제약,0.52,-,무액면,871,6.1,9.046,"36,315,527","31,638,123,438"
4621,373110,엑셀세라퓨틱스,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4622,373110,엑셀세라퓨틱스,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
4623,373110,엑셀세라퓨틱스,KOSDAQ,"2,024",12,제약,0.43,-,500,-,-,-,"10,918,462",-
4624,205100,엑셈,KOSDAQ,"2,022",12,소프트웨어,0.76,-,100,-,-,-,"36,382,273",-
4625,205100,엑셈,KOSDAQ,"2,024",12,IT 서비스,0.72,-,100,-,-,-,"71,963,431",-
4626,205100,엑셈,KOSDAQ,"2,023",12,소프트웨어,0.55,-,100,28,1.3,19.332,"71,963,431","2,014,804,225"
4627,356680,엑스게이트,KOSDAQ,"2,023",12,소프트웨어,0.55,-,100,-,-,-,"28,493,492",-
4628,356680,엑스게이트,KOSDAQ,"2,024",12,IT 서비스,0.72,-,100,-,-,-,"28,543,492",-
4629,356680,엑스게이트,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4630,070300,엑스큐어,KOSDAQ,"2,023",12,소프트웨어,0.55,-,500,-,-,-,"7,366,074",-
4631,070300,엑스큐어,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,-,-,-,"9,928,522",-
4632,070300,엑스큐어,KOSDAQ,"2,022",12,소프트웨어,0.76,-,500,-,-,-,"7,366,074",-
4633,317770,엑스페릭스,KOSDAQ,"2,022",12,전기·전자,0.38,-,500,-,-,-,"3,054,020",-
4634,317770,엑스페릭스,KOSDAQ,"2,023",12,전기·전자,0.23,-,500,-,-,-,"22,781,606",-
4635,317770,엑스페릭스,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"23,749,607",-
4636,373200,엑스플러스,KOSDAQ,"2,023",12,기타제조,1.01,-,100,-,-,-,"18,927,000",-
4637,373200,엑스플러스,KOSDAQ,"2,024",12,기타제조,1.86,-,100,-,-,-,"75,705,657",-
4638,373200,엑스플러스,KOSDAQ,"2,022",12,기타제조,0.23,-,100,50,0.9,-20.936,"18,927,000","946,310,950"
4639,069920,엑시온그룹,KOSDAQ,"2,023",12,유통,0.63,-,500,-,-,-,"25,826,362",-
4640,069920,엑시온그룹,KOSDAQ,"2,022",12,유통,0.81,-,500,-,-,-,"25,826,362",-
4641,069920,엑시온그룹,KOSDAQ,"2,024",12,유통,0.93,-,500,-,-,-,"35,194,116",-
4642,092870,엑시콘,KOSDAQ,"2,024",12,기계·장비,0.68,-,500,100,0.7,-91.997,"13,050,797","1,250,240,900"
4643,092870,엑시콘,KOSDAQ,"2,023",12,반도체,0.59,-,500,100,0.6,21.081,"10,848,797","1,030,040,900"
4644,092870,엑시콘,KOSDAQ,"2,022",12,반도체,0.96,-,500,100,1.1,6.842,"10,476,127","1,040,740,900"
4645,019490,엑시큐어하이트론,KOSPI,"2,024",12,전기·전자,1.59,-,500,-,-,-,"30,044,269",-
4646,019490,엑시큐어하이트론,KOSPI,"2,022",12,전기·전자,1.8,-,"2,500",-,-,-,"9,611,224",-
4647,019490,엑시큐어하이트론,KOSPI,"2,023",12,전기·전자,1.25,-,500,-,-,-,"27,611,224",-
4648,317870,엔바이오니아,KOSDAQ,"2,022",12,기타제조,0.23,-,500,-,-,-,"7,875,151",-
4649,317870,엔바이오니아,KOSDAQ,"2,023",12,기타제조,1.01,-,500,-,-,-,"8,344,293",-
4650,317870,엔바이오니아,KOSDAQ,"2,024",12,기타제조,1.86,-,500,-,-,-,"8,506,750",-
4651,067570,엔브이에이치코리아,KOSDAQ,"2,024",12,운송장비·부품,1.48,-,500,150,6,30.693,"42,170,000","6,260,454,600"
4652,067570,엔브이에이치코리아,KOSDAQ,"2,023",12,운송장비·부품,0.89,-,500,150,5.2,59.866,"42,170,000","6,324,294,600"
4653,067570,엔브이에이치코리아,KOSDAQ,"2,022",12,운송장비·부품,0.85,-,500,120,3.44,51.87,"32,824,712","3,938,001,120"
4654,236810,엔비티,KOSDAQ,"2,023",12,일반서비스,0.56,-,100,-,-,-,"16,975,426",-
4655,236810,엔비티,KOSDAQ,"2,022",12,일반서비스,1.01,-,100,-,-,-,"16,975,426",-
4656,236810,엔비티,KOSDAQ,"2,024",12,일반서비스,0.48,-,100,-,-,-,"16,975,426",-
4657,140610,엔솔바이오사이언스,KONEX,"2,023",12,-,-,-,500,-,-,-,"10,827,814",-
4658,140610,엔솔바이오사이언스,KONEX,"2,024",12,-,-,-,500,-,-,-,"10,921,421",-
4659,140610,엔솔바이오사이언스,KONEX,"2,022",12,-,-,-,500,-,-,-,"9,609,810",-
4660,333620,엔시스,KOSDAQ,"2,024",12,전기·전자,0.51,-,100,160,2.1,16.556,"10,556,344","1,653,153,440"
4661,333620,엔시스,KOSDAQ,"2,022",12,전기·전자,0.38,-,100,60,0.6,17.539,"10,556,344","620,000,220"
4662,333620,엔시스,KOSDAQ,"2,023",12,전기·전자,0.23,-,100,40,0.4,18.377,"10,556,344","413,288,360"
4663,101400,엔시트론,KOSDAQ,"2,022",12,반도체,0.96,-,500,-,-,-,"47,203,978",-
4664,101400,엔시트론,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"62,162,413",-
4665,101400,엔시트론,KOSDAQ,"2,023",12,반도체,0.59,-,500,-,-,-,"59,186,224",-
4666,036570,엔씨소프트,KOSPI,"2,023",12,일반서비스,0.87,-,500,"3,130",1.3,29.714,"21,954,022","63,562,284,070"
4667,036570,엔씨소프트,KOSPI,"2,022",12,일반서비스,0.78,-,500,"6,680",1.5,31.114,"21,954,022","135,653,692,520"
4668,036570,엔씨소프트,KOSPI,"2,024",12,IT 서비스,-,-,500,"1,460",0.8,30.085,"21,954,022","28,314,463,280"
4669,475230,엔알비,KOSDAQ,"2,024",12,-,-,-,-,-,-,-,-,-
4670,475230,엔알비,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
4671,475230,엔알비,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4672,238170,엔에스엠,KONEX,"2,023",12,-,-,-,500,-,-,-,"20,774,684",-
4673,238170,엔에스엠,KONEX,"2,022",12,-,-,-,500,-,-,-,"20,774,684",-
4674,238170,엔에스엠,KONEX,"2,024",12,-,-,-,500,-,-,-,"20,774,684",-
4675,078860,엔에스이엔엠,KOSDAQ,"2,022",12,오락·문화,0.2,-,500,-,-,-,"96,126,472",-
4676,078860,엔에스이엔엠,KOSDAQ,"2,023",12,오락·문화,0.41,-,500,-,-,-,"4,806,323",-
4677,078860,엔에스이엔엠,KOSDAQ,"2,024",12,오락·문화,0.7,-,500,-,-,-,"10,531,054",-
4678,224760,엔에스컴퍼니,KONEX,"2,022",12,-,-,-,500,50,2.03,5.143,"3,939,700","196,985,000"
4679,224760,엔에스컴퍼니,KONEX,"2,023",12,-,-,-,500,-,-,-,"3,939,700",-
4680,224760,엔에스컴퍼니,KONEX,"2,024",12,-,-,-,500,-,-,-,"3,939,700",-
4681,451700,엔에이치스팩29호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4682,451700,엔에이치스팩29호,KOSDAQ,"2,023",12,금융,0.34,-,100,-,-,-,"14,350,000",-
4683,451700,엔에이치스팩29호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"14,350,000",-
4684,466910,엔에이치스팩30호,KOSDAQ,"2,023",12,금융,0.34,-,100,-,-,-,"9,100,000",-
4685,466910,엔에이치스팩30호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4686,466910,엔에이치스팩30호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"9,100,000",-
4687,481890,엔에이치스팩31호,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
4688,481890,엔에이치스팩31호,KOSDAQ,"2,024",12,금융,0.71,-,100,-,-,-,"6,345,000",-
4689,481890,엔에이치스팩31호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4690,265740,엔에프씨,KOSDAQ,"2,022",12,화학,0.56,-,100,20,0.2,9.543,"8,931,800","178,636,000"
4691,265740,엔에프씨,KOSDAQ,"2,023",12,화학,0.48,-,100,40,0.5,9.719,"8,931,800","357,272,000"
4692,265740,엔에프씨,KOSDAQ,"2,024",12,화학,0.6,-,100,-,-,-,"8,931,800",-
4693,354200,엔젠바이오,KOSDAQ,"2,024",12,일반서비스,0.48,-,"1,000",-,-,-,"19,738,484",-
4694,354200,엔젠바이오,KOSDAQ,"2,022",12,일반서비스,1.01,-,"1,000",-,-,-,"12,502,912",-
4695,354200,엔젠바이오,KOSDAQ,"2,023",12,일반서비스,0.56,-,"1,000",-,-,-,"12,889,227",-
4696,455900,엔젤로보틱스,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
4697,455900,엔젤로보틱스,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4698,455900,엔젤로보틱스,KOSDAQ,"2,024",12,기계·장비,0.68,-,500,-,-,-,"14,945,381",-
4699,419080,엔젯,KOSDAQ,"2,024",12,기계·장비,0.68,-,500,-,-,-,"10,544,477",-
4700,419080,엔젯,KOSDAQ,"2,022",12,기계·장비,0.77,-,500,-,-,-,"10,517,817",-
4701,419080,엔젯,KOSDAQ,"2,023",12,기계·장비,0.49,-,500,-,-,-,"10,517,817",-
4702,093510,엔지브이아이,KONEX,"2,023",12,-,-,-,500,-,-,-,"6,020,000",-
4703,093510,엔지브이아이,KONEX,"2,024",12,-,-,-,500,-,-,-,"6,020,000",-
4704,093510,엔지브이아이,KONEX,"2,022",12,-,-,-,500,-,-,-,"6,020,000",-
4705,208860,엔지스테크널러지,KOSDAQ,"2,022",12,소프트웨어,0.76,-,500,-,-,-,"11,443,863",-
4706,208860,엔지스테크널러지,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,-,-,-,"30,528,921",-
4707,208860,엔지스테크널러지,KOSDAQ,"2,023",12,소프트웨어,0.55,-,500,-,-,-,"11,443,863",-
4708,183490,엔지켐생명과학,KOSDAQ,"2,024",12,제약,0.43,-,500,-,-,-,"85,065,562",-
4709,183490,엔지켐생명과학,KOSDAQ,"2,022",12,제약,0.52,-,500,-,-,-,"84,288,078",-
4710,183490,엔지켐생명과학,KOSDAQ,"2,023",12,제약,0.41,-,500,-,-,-,"85,065,562",-
4711,085310,엔케이,KOSPI,"2,024",12,금속,2.46,-,500,10,1.3,-35.025,"79,983,352","786,308,450"
4712,085310,엔케이,KOSPI,"2,023",12,기계·장비,1.13,-,500,-,-,-,"79,983,352",-
4713,085310,엔케이,KOSPI,"2,022",12,기계·장비,1.49,-,500,-,-,-,"79,983,352",-
4714,182400,엔케이맥스,KOSDAQ,"2,023",12,제약,0.41,-,500,-,-,-,"41,435,703",-
4715,182400,엔케이맥스,KOSDAQ,"2,024",12,제약,0.43,-,500,-,-,-,"85,518,831",-
4716,182400,엔케이맥스,KOSDAQ,"2,022",12,제약,0.52,-,500,-,-,-,"39,782,479",-
4717,348370,엔켐,KOSDAQ,"2,022",12,화학,0.56,-,500,-,-,-,"15,812,315",-
4718,348370,엔켐,KOSDAQ,"2,024",12,화학,0.6,-,500,-,-,-,"21,110,225",-
4719,348370,엔켐,KOSDAQ,"2,023",12,화학,0.48,-,500,-,-,-,"16,272,073",-
4720,069410,엔텔스,KOSDAQ,"2,023",12,소프트웨어,0.55,-,500,-,-,-,"10,244,824",-
4721,069410,엔텔스,KOSDAQ,"2,022",12,소프트웨어,0.76,-,500,-,-,-,"10,244,824",-
4722,069410,엔텔스,KOSDAQ,"2,024",12,IT 서비스,0.72,-,500,-,-,-,"10,244,824",-
4723,227950,엔투텍,KOSDAQ,"2,024",12,기계·장비,0.68,-,100,-,-,-,"103,575,530",-
4724,227950,엔투텍,KOSDAQ,"2,023",12,기계·장비,0.49,-,100,-,-,-,"103,575,530",-
4725,227950,엔투텍,KOSDAQ,"2,022",12,기계·장비,0.77,-,100,-,-,-,"100,301,731",-
4726,291230,엔피,KOSDAQ,"2,023",12,일반서비스,0.56,-,100,-,-,-,"43,740,409",-
4727,291230,엔피,KOSDAQ,"2,024",12,일반서비스,0.48,-,100,-,-,-,"44,095,775",-
4728,291230,엔피,KOSDAQ,"2,022",12,일반서비스,1.01,-,100,-,-,-,"41,311,061",-
4729,004250,엔피씨,KOSPI,"2,024",12,화학,1.64,-,500,105,2.4,5.314,"36,720,000","4,028,914,010"
4730,004250,엔피씨,KOSPI,"2,023",12,화학,2.11,-,500,100,1.8,15.478,"36,720,000","4,138,301,705"
4731,004250,엔피씨,KOSPI,"2,022",12,화학,2.41,-,500,100,1.6,14.906,"36,720,000","4,201,971,405"
4732,048830,엔피케이,KOSDAQ,"2,023",12,화학,0.48,-,500,30,1.5,32.761,"18,723,923","560,861,910"
4733,048830,엔피케이,KOSDAQ,"2,024",12,화학,0.6,-,500,30,2.74,-66.611,"18,723,923","560,861,910"
4734,048830,엔피케이,KOSDAQ,"2,022",12,화학,0.56,-,500,30,1.6,37.922,"18,723,923","560,861,910"
4735,096870,엘디티,KOSDAQ,"2,023",12,반도체,0.59,-,500,-,-,-,"6,678,400",-
4736,096870,엘디티,KOSDAQ,"2,022",12,반도체,0.96,-,500,-,-,-,"6,678,400",-
4737,096870,엘디티,KOSDAQ,"2,024",12,전기·전자,0.51,-,500,-,-,-,"6,678,400",-
4738,276240,엘리비젼,KONEX,"2,022",12,-,-,-,500,-,-,-,"7,553,138",-
4739,276240,엘리비젼,KONEX,"2,024",12,-,-,-,500,-,-,-,"10,413,138",-
4740,276240,엘리비젼,KONEX,"2,023",12,-,-,-,500,-,-,-,"8,053,138",-
4741,900140,엘브이엠씨,KOSPI,"2,023",12,유통,2.13,-,.25,-,-,-,"171,588,411",-
4742,900140,엘브이엠씨,KOSPI,"2,024",12,유통,2.73,-,.25,-,-,-,"171,588,411",-
4743,900140,엘브이엠씨,KOSPI,"2,022",12,유통,2.79,-,.25,-,-,-,"99,455,297",-
4744,290650,엘앤씨바이오,KOSDAQ,"2,023",12,제약,0.41,-,500,100,0.3,4.674,"22,684,891","2,268,489,100"
4745,290650,엘앤씨바이오,KOSDAQ,"2,024",12,제약,0.43,-,500,50,0.2,0.805,"22,684,891","1,134,244,550"
4746,290650,엘앤씨바이오,KOSDAQ,"2,022",12,제약,0.52,-,500,50,0.21,19.927,"22,684,891","1,134,244,550"
4747,066970,엘앤에프,KOSPI,"2,022",12,IT부품,0.58,-,500,500,0.3,6.14,"36,018,316","16,639,852,500"
4748,066970,엘앤에프,KOSPI,"2,023",12,전기·전자,0.23,-,500,-,-,-,"36,247,825",-
4749,066970,엘앤에프,KOSPI,"2,024",12,전기·전자,1.59,-,500,-,-,-,"36,297,174",-
4750,156100,엘앤케이바이오,KOSDAQ,"2,022",12,의료·정밀기기,0.49,-,500,-,-,-,"13,405,659",-
4751,156100,엘앤케이바이오,KOSDAQ,"2,023",12,의료·정밀기기,0.46,-,500,-,-,-,"19,936,743",-
4752,156100,엘앤케이바이오,KOSDAQ,"2,024",12,의료·정밀기기,0.46,-,500,-,-,-,"19,936,743",-
4753,0041J0,엘에스스팩1호,KOSDAQ,"2,024",12,-,-,-,-,-,-,-,-,-
4754,0041J0,엘에스스팩1호,KOSDAQ,"2,023",12,-,-,-,-,-,-,-,-,-
4755,0041J0,엘에스스팩1호,KOSDAQ,"2,022",12,-,-,-,-,-,-,-,-,-
4756,010120,엘에스일렉트릭,KOSPI,"2,022",12,전기·전자,1.8,-,"5,000","1,100",1.9,35.404,"30,000,000","32,291,650,600"
4757,010120,엘에스일렉트릭,KOSPI,"2,024",12,전기·전자,1.59,-,"5,000","2,900",1.8,35.557,"30,000,000","86,133,656,900"
4758,010120,엘에스일렉트릭,KOSPI,"2,023",12,전기·전자,1.25,-,"5,000","2,800",3.8,39.58,"30,000,000","82,196,928,800"
