번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"1","060310","3S","KOSDAQ","2024","03","기계·장비","0.46",,"500",,,,"48536642",
"2","095570","AJ네트웍스","KOSPI","2024","12","일반서비스","1.84",,"1000","270","5.7","55.936","45252759","12082783500"
"3","006840","AK홀딩스","KOSPI","2024","12","기타금융",,,"5000","400","4.02","-31.461","13247561","5218198000"
"4","054620","APS","KOSDAQ","2024","12","금융","0.71",,"500",,,,"19894221",
"5","265520","AP시스템","KOSDAQ","2024","12","기계·장비","0.68",,"500","530","3.3","15.373","15281421","7960671020"
"6","211270","AP위성","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"15082304",
"7","109960","AP헬스케어","KOSDAQ","2024","12","유통","0.93",,"500",,,,"200789269",
"8","139050","BF랩스","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"8644551",
"9","027410","BGF","KOSPI","2024","12","기타금융",,,"1000","130","3.7","13.128","95716791","12442139580"
"10","282330","BGF리테일","KOSPI","2024","12","유통","2.73",,"1000","4100","3.9","36.281","17283906","70827561500"
"11","126600","BGF에코머티리얼즈","KOSDAQ","2024","12","화학","0.6",,"500","50","1.8","19.99","62766899","3096210000"
"12","138930","BNK금융지주","KOSPI","2024","12","기타금융",,,"5000","650","5.5","27.649","320436727","207359928950"
"13","001460","BYC","KOSPI","2024","12","섬유·의류","2.68",,"500","350","1.2","15.869","6246150","2920522945"
"14","083790","CG인바이츠","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"76894182",
"15","001040","CJ","KOSPI","2024","12","기타금융",,,"5000","3000","3.2","66.606","29176998","100705766100"
"16","079160","CJ CGV","KOSPI","2024","12","오락·문화",,,"500",,,,"165580074",
"17","035760","CJ ENM","KOSDAQ","2024","12","오락·문화","0.7",,"5000",,,,"21929154",
"18","311690","CJ 바이오사이언스","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"13065462",
"19","000120","CJ대한통운","KOSPI","2024","12","운송·창고","2.53",,"5000","800","1","5.947","22812344","15957051200"
"20","011150","CJ씨푸드","KOSPI","2024","12","음식료·담배","2.63",,"500",,,,"35930773",
"21","097950","CJ제일제당","KOSPI","2024","12","음식료·담배","2.63",,"5000","6000","2.4","26.588","15054186","96205416200"
"22","051500","CJ프레시웨이","KOSDAQ","2024","12","유통","0.93",,"1000","450","2.2","19.494","11871586","5342213700"
"23","058820","CMG제약","KOSDAQ","2024","12","제약","0.43",,"500",,,,"138892244",
"24","056730","CNT85","KOSDAQ","2024","12","건설","1.82",,"500",,,,"74111186",
"25","065770","CS","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"19411130",
"26","083660","CSA 코스믹","KOSDAQ","2024","12","화학","0.6",,"200",,,,"61247181",
"27","000590","CS홀딩스","KOSPI","2024","12","기타금융",,,"5000","500","0.7","1.361","1154482","515077000"
"28","012030","DB","KOSPI","2024","12","IT 서비스",,,"500",,,,"201173933",
"29","005830","DB손해보험","KOSPI","2024","12","보험","3.95",,"500","6800","7","22.032","70800000","408295589200"
"30","016610","DB증권","KOSPI","2024","12","증권","3.56",,"5000","400","6.9","30.321","42446389","16051555600"
"31","000990","DB하이텍","KOSPI","2024","12","전기·전자","1.59",,"5000","1230","2.72","22.033","44398588","50540816400"
"32","099520","DGI","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"45281824",
"33","060900","DGP","KOSDAQ","2024","12","전기·가스·수도",,,"1000",,,,"25258229",
"34","000300","DH오토넥스","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"79101178",
"35","290120","DH오토리드","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","80","3.6","53.989","15515138","1241211040"
"36","025440","DH오토웨어","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"30781224",
"37","015590","DKME","KOSPI","2024","12","기계·장비","1.55",,"500",,,,"236981544",
"38","000210","DL","KOSPI","2024","12","화학","1.64",,"5000","1000","3","23.934","20955884","22699006800"
"39","375500","DL이앤씨","KOSPI","2024","12","건설","2.23",,"5000","540","1.7","10.046","38693623","23028146030"
"40","068790","DMS","KOSDAQ","2024","12","기계·장비","0.68",,"500","100","1.61","5.599","24573061","2257022400"
"41","007340","DN오토모티브","KOSPI","2024","12","전기·전자","1.59",,"100","1000","4.6","16.266","59065865","51762300000"
"42","004840","DRB동일","KOSPI","2024","12","화학","1.64",,"500","100","2.4","14.589","19930000","1927236400"
"43","241520","DSC인베스트먼트","KOSDAQ","2024","12","금융","0.71",,"500","40","1.4","9.762","27496125","1032158760"
"44","155660","DSR","KOSPI","2024","12","금속","2.46",,"500","70","1.7","7.717","16000000","1120000000"
"45","069730","DSR제강","KOSPI","2024","12","금속","2.46",,"500","100","2.7","-5.089","14400000","1440000000"
"46","017860","DS단석","KOSPI","2024","12","화학","1.64",,"500",,,,"17584212",
"47","180400","DXVX","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"49219432",
"48","092780","DYP","KOSPI","2024","12","운송장비·부품","2.7",,"500","80","1.7","11.616","13168460","1009674560"
"49","017940","E1","KOSPI","2024","12","유통","2.73",,"5000","3450","5.3","30.408","6860000","19947040950"
"50","418620","E8","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"9650477",
"51","245620","EDGC","KOSDAQ","2024","12","일반서비스","0.48",,"100",,,,"138493951",
"52","037370","EG","KOSDAQ","2024","12","화학","0.6",,"1000",,,,"8624972",
"53","278990","EMB","KONEX","2024","12","-",,,"500",,,,"4801581",
"54","050120","ES큐브","KOSDAQ","2024","12","유통","0.93",,"5000",,,,"13564086",
"55","383220","F&F","KOSPI","2024","12","섬유·의류","2.68",,"100","1700","3.1","17.949","38307075","63892924100"
"56","007700","F&F 홀딩스","KOSPI","2024","12","기타금융",,,"500","450","3.7","5.46","39114367","17581451850"
"57","214270","FSN","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"33250463",
"58","130500","GH신소재","KOSDAQ","2024","12","섬유·의류","1.74",,"500",,,,"14545052",
"59","114090","GKL","KOSPI","2024","12","오락·문화",,,"500","282","2.4","52.763","61855670","17443298940"
"60","900290","GRT","KOSDAQ","2024","06","금융","0.46","0.2","무액면",,,,"67375000",
"61","078930","GS","KOSPI","2024","12","기타금융",,,"5000","2700","7","29.613","92915378","255711945500"
"62","083450","GST","KOSDAQ","2024","12","기계·장비","0.68",,"500","300","1.85","11.685","18618260","5359180500"
"63","006360","GS건설","KOSPI","2024","12","건설","2.23",,"5000","300","1.6","9.649","85581490","25466668500"
"64","001250","GS글로벌","KOSPI","2024","12","유통","2.73",,"2500","25","0.9","3.678","82533764","2062380050"
"65","007070","GS리테일","KOSPI","2024","12","유통","2.73",,"1000","500","3.2","426.703","83607415","41782795000"
"66","499790","GS피앤엘","KOSPI","2024","12","기타금융",,,"1000",,,,"19830841",
"67","297890","HB솔루션","KOSDAQ","2024","12","기계·장비","0.68",,"500","30","1.08","-10.572","73140914","2194227420"
"68","440290","HB인베스트먼트","KOSDAQ","2024","12","금융","0.71",,"500","200","12.1","89.803","27107010","5421402000"
"69","078150","HB테크놀러지","KOSDAQ","2024","12","기계·장비","0.68",,"500","20","1.02","-3.444","92715916","1777092360"
"70","225530","HC보광산업","KOSDAQ","2024","12","비금속","1.89",,"500","150","3","104.062","36338727","5450782650"
"71","060560","HC홈센타","KOSDAQ","2024","12","유통","0.93",,"500","30","3.5","65.681","127669525","3808200240"
"72","012630","HDC","KOSPI","2024","12","기타금융",,,"5000","350","2.7","6.727","59741721","17510845100"
"73","039570","HDC랩스","KOSPI","2024","12","건설","2.23",,"500","450","5.2","54.482","25957601","10338458850"
"74","089470","HDC현대EP","KOSPI","2024","12","화학","1.64",,"500","140","3.9","22.808","31900000","3626000000"
"75","294870","HDC현대산업개발","KOSPI","2024","12","건설","2.23",,"5000","700","3.7","28.846","65907330","44918531000"
"76","009540","HD한국조선해양","KOSPI","2024","12","기타금융",,,"5000","5100","2.3","24.794","70773116","360644613000"
"77","267250","HD현대","KOSPI","2024","12","기타금융",,,"1000","3600","4.7","13.18","78993085","254406348000"
"78","267270","HD현대건설기계","KOSPI","2024","12","기계·장비","1.55",,"5000","500","0.8","10.255","18305586","8815494500"
"79","443060","HD현대마린솔루션","KOSPI","2024","12","일반서비스","1.84",,"500","3150","2.3","61.877","44450000","141041367000"
"80","071970","HD현대마린엔진","KOSPI","2024","12","기계·장비","1.55",,"2500",,,,"33921495",
"81","010620","HD현대미포","KOSPI","2024","12","운송장비·부품","2.7",,"5000","710","0.6","25.005","39942149","28317851580"
"82","322000","HD현대에너지솔루션","KOSPI","2024","12","전기·전자","1.59",,"5000",,,,"11200000",
"83","042670","HD현대인프라코어","KOSPI","2024","12","기계·장비","1.55",,"1000","70","0.9","12.403","192655867","13447002240"
"84","267260","HD현대일렉트릭","KOSPI","2024","12","전기·전자","1.59",,"5000","4250","1.04","30.691","36047135","152968992000"
"85","329180","HD현대중공업","KOSPI","2024","12","운송장비·부품","2.7",,"5000","2090","0.7","29.852","88773116","185535812440"
"86","097230","HJ중공업","KOSPI","2024","12","건설","2.23",,"5000",,,,"83274281",
"87","195940","HK이노엔","KOSDAQ","2024","12","제약","0.43",,"500","350","1","16.102","28329891","9915461850"
"88","014790","HL D&I","KOSPI","2024","12","건설","2.23",,"5000",,,,"37858601",
"89","028300","HLB","KOSDAQ","2024","12","제약","0.43",,"500",,,,"131387433",
"90","003580","HLB글로벌","KOSPI","2024","12","유통","2.73",,"500",,,,"48772799",
"91","278650","HLB바이오스텝","KOSDAQ","2024","12","일반서비스","0.48",,"100",,,,"86730589",
"92","343090","HLB사이언스","KONEX","2024","12","-",,,"500",,,,"17841811",
"93","067630","HLB생명과학","KOSDAQ","2024","12","제약","0.43",,"500",,,,"121883634",
"94","024850","HLB이노베이션","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"144304123",
"95","187420","HLB제넥스","KOSDAQ","2024","12","제약","0.43",,"500",,,,"29086168",
"96","047920","HLB제약","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"31814994",
"97","115450","HLB테라퓨틱스","KOSDAQ","2024","12","유통","0.93",,"500",,,,"80139933",
"98","046210","HLB파나진","KOSDAQ","2024","12","제약","0.43",,"500",,,,"42507317",
"99","196300","HLB펩","KOSDAQ","2024","12","제약","0.43",,"500",,,,"6003387",
"100","204320","HL만도","KOSPI","2024","12","운송장비·부품","2.7",,"1000","700","1.6","20.771","46957120","32869984000"
"101","060980","HL홀딩스","KOSPI","2024","12","기타금융",,,"5000","2000","5.8","94.326","9874070","18705754000"
"102","011200","HMM","KOSPI","2024","12","운송·창고","2.53",,"5000","600","3.2","13.977","881039496","528623697600"
"103","403870","HPSP","KOSDAQ","2024","12","기계·장비","0.68",,"500","600","2.2","55.887","83214976","48219203400"
"104","036640","HRS","KOSDAQ","2024","12","화학","0.6",,"500","400","8.4","42.311","16354800","6392706000"
"105","035000","HS애드","KOSPI","2024","12","일반서비스","1.84",,"1000","550","7.7","39.294","16567409","8914204200"
"106","002460","HS화성","KOSPI","2024","12","건설","2.23",,"5000","500","5","35.138","10150000","4732364500"
"107","487570","HS효성","KOSPI","2024","12","기타금융",,,"5000",,,,"3725927",
"108","298050","HS효성첨단소재","KOSPI","2024","12","화학","1.64",,"5000","6500","3.5","37.146","4479948","29042143000"
"109","442770","IBKS제21호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4210000",
"110","448760","IBKS제22호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4430000",
"111","467930","IBKS제23호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4230000",
"112","469480","IBKS제24호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4230000",
"113","015360","INVENI","KOSPI","2024","12","일반서비스","1.84",,"5000","4000","7.6","59.88","6000000","17108789000"
"114","095340","ISC","KOSDAQ","2024","12","유통","0.93",,"500","810","1.2","30.194","21197058","16575995520"
"115","175330","JB금융지주","KOSPI","2024","12","기타금융",,,"5000","995","5.1","27.374","195083198","189702275440"
"116","950170","JTC","KOSDAQ","2024","02","유통","1.22",,"무액면",,,,"50288623",
"117","234080","JW생명과학","KOSPI","2024","12","제약","0.21",,"2500","500","4.4","17.601","15834554","7742277000"
"118","067290","JW신약","KOSDAQ","2024","12","제약","0.43",,"500",,,,"50841502",
"119","001060","JW중외제약","KOSPI","2024","12","제약","0.21",,"2500","450","1.9","17.018","23285930","11068208750"
"120","096760","JW홀딩스","KOSPI","2024","12","기타금융",,,"500","115","3.8","6.62","73924942","8128050845"
"121","035900","JYP Ent.","KOSDAQ","2024","12","오락·문화","0.7",,"500","534","0.764","18.107","35532492","17693053596"
"122","318000","KBG","KOSDAQ","2024","12","화학","0.6",,"200","75","1.59","17.325","8740223","652452075"
"123","024840","KBI메탈","KOSDAQ","2024","12","금속","1.34",,"500",,,,"34909199",
"124","105560","KB금융","KOSPI","2024","12","기타금융",,,"5000","3174","3.9","23.829","393528423","1198257051216"
"125","024120","KB오토시스","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","200","6.3","78.125","11500000","2300000000"
"126","455250","KB제25호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4305000",
"127","464680","KB제27호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"12905000",
"128","478390","KB제29호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"6220000",
"129","486630","KB제30호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"5310000",
"130","492220","KB제31호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"6210000",
"131","0037T0","KB제32호스팩","KOSDAQ","2024","12","-",,,,,,,,
"132","021320","KCC건설","KOSDAQ","2024","12","건설","1.82",,"5000","160","3.8","19.994","21400000","3191269760"
"133","009440","KC그린홀딩스","KOSPI","2024","12","기타금융",,,"500",,,,"22908016",
"134","112190","KC산업","KONEX","2024","12","-",,,"500",,,,"7125253",
"135","119650","KC코트렐","KOSPI","2024","12","기계·장비","1.55",,"500",,,,"64214329",
"136","044180","KD","KOSDAQ","2024","12","건설","1.82",,"500",,,,"26717799",
"137","092220","KEC","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"200763141",
"138","046440","KG모빌리언스","KOSDAQ","2024","12","IT 서비스","0.72",,"500","220","4.6","97.628","38825568","8032867920"
"139","003620","KG모빌리티","KOSPI","2024","12","운송장비·부품","2.7",,"5000",,,,"196404254",
"140","016380","KG스틸","KOSPI","2024","12","금속","2.46",,"5000","250","4.2","18.343","100008897","24298901100"
"141","151860","KG에코솔루션","KOSDAQ","2024","12","화학","0.6",,"500","120","2.42","2.35","49103002","5035032960"
"142","035600","KG이니시스","KOSDAQ","2024","12","IT 서비스","0.72",,"500","500","5.3","29.765","27904434","13309244000"
"143","001390","KG케미칼","KOSPI","2024","12","화학","1.64",,"1000","130","3.4","3.895","68469040","8900975200"
"144","226360","KH 건설","KOSDAQ","2024","12","건설","1.82",,"100",,,,"23756732",
"145","111870","KH 미래물산","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"4930249",
"146","033180","KH 필룩스","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"19345405",
"147","060720","KH바텍","KOSDAQ","2024","12","전기·전자","0.51",,"500","330","3.9","34.178","23677442","7284355860"
"148","001940","KISCO홀딩스","KOSPI","2024","12","금속","2.46",,"1000","1800","8.3","50.168","16176380","22733024400"
"149","058400","KNN","KOSDAQ","2024","12","오락·문화","0.7",,"500","20","2.3","32.642","132429720","2648594400"
"150","025000","KPX케미칼","KOSPI","2024","12","화학","1.64",,"5000","3250","7.2","24.198","4840000","15454468250"
"151","092230","KPX홀딩스","KOSPI","2024","12","화학","1.64",,"5000","4250","7.9","14.066","4224646","16707638250"
"152","000040","KR모터스","KOSPI","2024","12","운송장비·부품","2.7",,"500",,,,"60132868",
"153","044450","KSS해운","KOSPI","2024","12","운송·창고","2.53",,"500","400","4.53","15.73","23085880","9031010000"
"154","101000","KS인더스트리","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"30647131",
"155","058850","KTcs","KOSPI","2024","12","IT 서비스",,,"500","100","2.7","55.678","42685000","3793872900"
"156","058860","KTis","KOSPI","2024","12","IT 서비스",,,"500","120","4.4","30.976","34802000","3674373840"
"157","089600","KT나스미디어","KOSDAQ","2024","12","일반서비스","0.48",,"500","700","4.6","-170.567","11568163","7914318300"
"158","418470","KT밀리의서재","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"8499289",
"159","043610","KT지니뮤직","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"58115438",
"160","122450","KX","KOSDAQ","2024","12","오락·문화","0.7",,"500","190","5.7","8.327","45335964","8120656430"
"161","052900","KX하이텍","KOSDAQ","2024","12","화학","0.6",,"500",,,,"55107517",
"162","036560","KZ정밀","KOSDAQ","2024","12","기계·장비","0.68",,"500","800","6.1","65.628","15750000","12600000000"
"163","061970","LB세미콘","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"43784592",
"164","309960","LB인베스트먼트","KOSDAQ","2024","12","금융","0.71",,"1000","200","6.2","53.615","23217239","4599088600"
"165","093050","LF","KOSPI","2024","12","섬유·의류","2.68",,"5000","700","4.3","21.208","29240000","19214747300"
"166","003550","LG","KOSPI","2024","12","기타금융",,,"5000","3100","4.3","60.493","157300993","478180489250"
"167","034220","LG디스플레이","KOSPI","2024","12","전기·전자","1.59",,"5000",,,,"500000000",
"168","051900","LG생활건강","KOSPI","2024","12","화학","1.64",,"5000","3500","1.2","28.815","15618197","58750966950"
"169","064400","LG씨엔에스","KOSPI","2024","12","-",,,,"1672",,"39.953",,"145793974216"
"170","373220","LG에너지솔루션","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"234000000",
"171","032640","LG유플러스","KOSPI","2024","12","통신","5.49",,"5000","650","6.4","88.807","436611361","279388428800"
"172","011070","LG이노텍","KOSPI","2024","12","전기·전자","1.59",,"5000","2090","1.3","11.009","23667107","49458819630"
"173","066570","LG전자","KOSPI","2024","12","전기·전자","1.59",,"5000","1000","1.2","30.594","163647814","180925001950"
"174","037560","LG헬로비전","KOSPI","2024","12","오락·문화",,,"2500",,,,"77446865",
"175","051910","LG화학","KOSPI","2024","12","화학","1.64",,"5000","1000","0.4","15.273","70592343","78659238950"
"176","079550","LIG넥스원","KOSPI","2024","12","금속","2.46",,"5000","2400","1.2","24.143","22000000","52306464000"
"177","225190","LK삼양","KOSDAQ","2024","12","의료·정밀기기","0.46",,"100","30","1","-33.799","50748440","491104950"
"178","006260","LS","KOSPI","2024","12","기타금융",,,"5000","1650","1.5","11.525","32200000","45123437700"
"179","000680","LS네트웍스","KOSPI","2024","12","유통","2.73",,"5000",,,,"78803016",
"180","060370","LS마린솔루션","KOSDAQ","2024","12","건설","1.82",,"1000","160","1.1","37.959","32668854","5011676640"
"181","417200","LS머트리얼즈","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"67652659",
"182","229640","LS에코에너지","KOSPI","2024","12","기타금융",,,"500","200","0.63","17.16","30624879","6065515200"
"183","078020","LS증권","KOSDAQ","2024","12","금융","0.71",,"5000","100","2.51","88.555","55481190","14717860248"
"184","322180","LS티라유텍","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"20906979",
"185","108320","LX세미콘","KOSPI","2024","12","전기·전자","1.59",,"500","2400","3.7","29.909","16264300","39034320000"
"186","001120","LX인터내셔널","KOSPI","2024","12","유통","2.73",,"5000","2000","7.1","26.693","38760000","71935804000"
"187","108670","LX하우시스","KOSPI","2024","12","화학","1.64",,"5000","1000","3.3","22.638","8967670","10031228850"
"188","383800","LX홀딩스","KOSPI","2024","12","기타금융",,,"1000","290","4.3","14.066","76280690","22544815410"
"189","476080","M83","KOSDAQ","2024","12","오락·문화","0.7",,"100",,,,"7785000",
"190","086960","MDS테크","KOSDAQ","2024","12","IT 서비스","0.72",,"200",,,,"92821788",
"191","023150","MH에탄올","KOSPI","2024","12","음식료·담배","2.63",,"500","250","4.5","-8.16","7378526","1602131500"
"192","035420","NAVER","KOSPI","2024","12","IT 서비스",,,"100","1130","0.5","8.718","158437008","168436666610"
"193","160550","NEW","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"27906106",
"194","053290","NE능률","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"16526307",
"195","181710","NHN","KOSPI","2024","12","IT 서비스",,,"500","500","2.6","-8.25","33766123","15889440000"
"196","060250","NHN KCP","KOSDAQ","2024","12","금융","0.71",,"500","100","1.3","8.544","40160611","3866631700"
"197","104200","NHN벅스","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"14827550",
"198","005940","NH투자증권","KOSPI","2024","12","증권","3.56",,"5000","950","6.4","47.964","327492299","329339164600"
"199","034310","NICE","KOSPI","2024","12","일반서비스","1.84",,"500","500","4.4","17.342","37128442","17495703500"
"200","063570","NICE인프라","KOSDAQ","2024","12","일반서비스","0.48",,"500","125","2.4","158.102","34147728","3791296000"
"201","030190","NICE평가정보","KOSPI","2024","12","IT 서비스",,,"500","460","3.52","35.449","59506593","26951995240"
"202","008260","NI스틸","KOSPI","2024","12","금속","2.46",,"500","100","2.86","10.974","28600117","2822646100"
"203","222160","NPX","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"9894439",
"204","456040","OCI","KOSPI","2024","12","화학","1.64",,"5000","2200","3.57","21.965","8952495","19695489000"
"205","010060","OCI홀딩스","KOSPI","2024","12","기타금융",,,"5000","2200","3.6","36.314","19127353","41298217400"
"206","178920","PI첨단소재","KOSPI","2024","12","화학","1.64",,"500","350","2","43.967","29366322","10278212700"
"207","001340","PKC","KOSPI","2024","12","화학","1.64",,"500",,,,"44918407",
"208","024940","PN풍년","KOSDAQ","2024","12","유통","0.93",,"500","30","0.3","17.767","10000000","281960400"
"209","005490","POSCO홀딩스","KOSPI","2024","12","금속","2.46",,"5000","10000","4","79.939","82624377","757484930000"
"210","332570","PS일렉트로닉스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"42233850",
"211","218410","RFHIC","KOSDAQ","2024","12","전기·전자","0.51",,"500","100","0.8","12.905","26484442","2542087800"
"212","327260","RF머트리얼즈","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"8433231",
"213","474610","RF시스템즈","KOSDAQ","2024","12","금속","1.34",,"100",,,,"12582063",
"214","091340","S&K폴리텍","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"11703721",
"215","010950","S-Oil","KOSPI","2024","12","화학","1.64",,"2500","125","0.2","-7.588","112582792","14648526050"
"216","419530","SAMG엔터","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"8590930",
"217","019550","SBI인베스트먼트","KOSDAQ","2024","12","금융","0.71",,"500",,,,"162066575",
"218","034120","SBS","KOSPI","2024","12","오락·문화",,,"5000",,,,"18551238",
"219","003080","SB성보","KOSPI","2024","12","화학","1.64",,"500","135","5.2","-72.568","20020000","2644382835"
"220","246960","SCL사이언스","KOSDAQ","2024","12","제약","0.43",,"500",,,,"7283401",
"221","099220","SDN","KOSDAQ","2024","12","유통","0.93",,"500",,,,"56171811",
"222","036540","SFA반도체","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"164460303",
"223","255220","SG","KOSDAQ","2024","12","비금속","1.89",,"100",,,,"96957884",
"224","040610","SG&G","KOSDAQ","2024","12","운송·창고","1.42",,"500",,,,"34087196",
"225","049470","SGA","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"58862249",
"226","184230","SGA솔루션즈","KOSDAQ","2024","12","IT 서비스","0.72","0.05","100",,,,"62599161",
"227","016250","SGC E&C","KOSDAQ","2024","12","건설","1.82",,"5000","500","3.7","-4.683","3243585","2297021000"
"228","005090","SGC에너지","KOSPI","2024","12","전기·가스","0.35",,"5000","1700","6.5","68.233","14409333","24492311400"
"229","001380","SG글로벌","KOSPI","2024","12","운송장비·부품","2.7",,"500",,,,"44964143",
"230","004060","SG세계물산","KOSPI","2024","12","유통","2.73",,"500",,,,"202424960",
"231","001770","SHD","KOSPI","2024","12","금속","2.46",,"5000","100","0.7","4.149","1214878","121487800"
"232","002360","SH에너지화학","KOSPI","2024","12","화학","1.64",,"500",,,,"111133730",
"233","009160","SIMPAC","KOSPI","2024","12","금속","2.46",,"500","200","5.2","39.533","65429516","10853903200"
"234","033530","SJG세종","KOSPI","2024","12","운송장비·부품","2.7",,"500","150","3.7","11.924","27820961","4057844850"
"235","034730","SK","KOSPI","2024","12","기타금융",,,"200","7000","5","72.922","72502703","385621096400"
"236","357880","SKAI","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"33922708",
"237","011790","SKC","KOSPI","2024","12","화학","1.64",,"5000",,,,"37868298",
"238","018670","SK가스","KOSPI","2024","12","유통","2.73",,"5000","8000","3.7","40.441","9230244","71890368000"
"239","001740","SK네트웍스","KOSPI","2024","12","유통","2.73",,"2500","300","7.24","125.738","221277902","58206616075"
"240","006120","SK디스커버리","KOSPI","2024","12","기타금융",,,"5000","1700","4.8","101.005","18785855","32239887100"
"241","210980","SK디앤디","KOSPI","2024","12","부동산",,,"1000","600","8.29","25.26","18617382","11163654600"
"242","302440","SK바이오사이언스","KOSPI","2024","12","제약","0.21",,"500",,,,"78347293",
"243","402340","SK스퀘어","KOSPI","2024","12","기타금융",,,"100",,,,"134749960",
"244","260870","SK시그넷","KONEX","2024","12","-",,,"500",,,,"6139510",
"245","361610","SK아이이테크놀로지","KOSPI","2024","12","전기·전자","1.59",,"1000",,,,"71297592",
"246","100090","SK오션플랜트","KOSPI","2024","12","금속","2.46",,"500",,,,"59195568",
"247","096770","SK이노베이션","KOSPI","2024","12","화학","1.64",,"5000","2000","1.6","-12.542","151034776","297556745150"
"248","475150","SK이터닉스","KOSPI","2024","12","건설","2.23",,"200",,,,"33691895",
"249","001510","SK증권","KOSPI","2024","12","증권","3.56",,"500","1","0.21","-0.525","472590171","437381287"
"250","457940","SK증권제10호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"3310000",
"251","472230","SK증권제11호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4155000",
"252","473000","SK증권제12호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"3310000",
"253","473950","SK증권제13호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4420000",
"254","455910","SK증권제9호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"5020000",
"255","285130","SK케미칼","KOSPI","2024","12","화학","1.64",,"5000","1150","2.7","-507.838","17253783","22167120100"
"256","017670","SK텔레콤","KOSPI","2024","12","통신","5.49",,"100","3540","6.4","54.33","214790053","753613104770"
"257","000660","SK하이닉스","KOSPI","2024","12","전기·전자","1.59",,"5000","2204","1.1","7.678","728002365","1520090654120"
"258","048550","SM C&C","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"96714620",
"259","063440","SM Life Design","KOSDAQ","2024","12","출판·매체복제","0",,"500",,,,"46029154",
"260","003570","SNT다이내믹스","KOSPI","2024","12","운송장비·부품","2.7",,"2500","1300","6.9","30.283","33252697","29112006300"
"261","064960","SNT모티브","KOSPI","2024","12","운송장비·부품","2.7",,"5000","1700","4.2","19.592","14623136","20443276000"
"262","100840","SNT에너지","KOSPI","2024","12","기계·장비","1.55",,"500","500","2.2","28.526","20680783","9880554000"
"263","036530","SNT홀딩스","KOSPI","2024","12","기타금융",,,"500","1600","6.8","9.385","16303886","23135459200"
"264","067160","SOOP","KOSDAQ","2024","12","IT 서비스","0.72",,"500","1500","1.6","15.607","11494767","15985356000"
