번호,종목코드,종목명,시장구분,사업연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액
"700","300120","라온피플","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"20860012",
"701","171120","라이온켐텍","KOSDAQ","2024","12","화학","0.6",,"500","100","3.52","17.387","35901760","1534185300"
"702","388790","라이콤","KOSDAQ","2024","12","전기·전자","0.51",,"100",,,,"29913930",
"703","214260","라파스","KOSDAQ","2024","12","화학","0.6",,"500",,,,"8922463",
"704","403360","라피치","KONEX","2024","12","-",,,"500",,,,"3449454",
"705","171010","램테크놀러지","KOSDAQ","2024","12","화학","0.6",,"500",,,,"14298752",
"706","084650","랩지노믹스","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"74239990",
"707","217500","러셀","KOSDAQ","2024","12","기계·장비","0.68",,"100","30","2","20.735","31812000","870236220"
"708","092590","럭스피아","KONEX","2024","12","-",,,"500",,,,"7291098",
"709","038390","레드캡투어","KOSDAQ","2024","12","일반서비스","0.48",,"500","2150","16.4","177.53","16720822","35949767300"
"710","294140","레몬","KOSDAQ","2024","12","화학","0.6",,"500",,,,"21000000",
"711","443250","레뷰코퍼레이션","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"11110191",
"712","228670","레이","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"15513053",
"713","228850","레이언스","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500","100","1.62","20.308","16591014","1573644000"
"714","412350","레이저쎌","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"8726972",
"715","199550","레이저옵텍","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"11677947",
"716","281740","레이크머티리얼즈","KOSDAQ","2024","12","화학","0.6",,"100","50","0.44","15.635","65730548","3286525500"
"717","277810","레인보우로보틱스","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"19399858",
"718","215100","로보로보","KOSDAQ","2024","12","전기·전자","0.51",,"100",,,,"20348454",
"719","090360","로보스타","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"9750000",
"720","238500","로보쓰리에이아이","KONEX","2024","12","-",,,"200",,,,"42018262",
"721","108490","로보티즈","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"13060485",
"722","900260","로스웰","KOSDAQ","2024","12","금융","0.71",,"무액면",,,,"36031288",
"723","223220","로지스몬","KONEX","2024","12","-",,,"100",,,,"46051176",
"724","067730","로지시스","KOSDAQ","2024","12","IT 서비스","0.72",,"500","120","4.3","48.109","9673922","1160870640"
"725","071280","로체시스템즈","KOSDAQ","2024","12","기계·장비","0.68",,"500","50","0.2","6.157","15296603","745803450"
"726","376900","로킷헬스케어","KOSDAQ","2024","12","-",,,,,,,,
"727","032350","롯데관광개발","KOSPI","2024","12","일반서비스","1.84",,"500",,,,"76196183",
"728","089860","롯데렌탈","KOSPI","2024","12","일반서비스","1.84",,"5000","1200","4.2","42.421","36309388","43571265600"
"729","000400","롯데손해보험","KOSPI","2024","12","보험","3.95",,"1000",,,,"310336320",
"730","023530","롯데쇼핑","KOSPI","2024","12","유통","2.73",,"5000","3800","7.1","-10.807","28288755","107428432000"
"731","020150","롯데에너지머티리얼즈","KOSPI","2024","12","전기·전자","1.59",,"500",,,,"46110835",
"732","280360","롯데웰푸드","KOSPI","2024","12","음식료·담배","2.63",,"500","3300","3.2","35.589","9434574","29176181100"
"733","286940","롯데이노베이트","KOSPI","2024","12","IT 서비스",,,"5000","700","3.6","146.46","15129367","10590556900"
"734","004000","롯데정밀화학","KOSPI","2024","12","화학","1.64",,"5000","1400","3.6","98.013","25800000","35658000000"
"735","004990","롯데지주","KOSPI","2024","12","기타금융",,,"200","1200","5.8","-9.077","104909237","85874203750"
"736","005300","롯데칠성음료","KOSPI","2024","12","음식료·담배","2.63",,"500","3400","3.3","56.968","9278884","34188136150"
"737","011170","롯데케미칼","KOSPI","2024","12","화학","1.64",,"5000","1000","1.8","-2.31","42775419","42167147000"
"738","071840","롯데하이마트","KOSPI","2024","12","유통","2.73",,"5000","300","4.1","-2.273","23607712","6940713600"
"739","328130","루닛","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"28942900",
"740","038060","루멘스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"48103069",
"741","474170","루미르","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"17727696",
"742","162120","루켄테크놀러지스","KONEX","2024","12","-",,,"500",,,,"11156602",
"743","253610","루트락","KONEX","2024","12","-",,,"500",,,,"10157305",
"744","141080","리가켐바이오","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"36610338",
"745","058470","리노공업","KOSDAQ","2024","12","전기·전자","0.51",,"500","3000","1.5","40.199","15242370","45537360000"
"746","016100","리더스코스메틱","KOSDAQ","2024","12","종이·목재","0.97",,"500",,,,"19100894",
"747","012700","리드코프","KOSDAQ","2024","12","유통","0.93",,"500","100","2.4","26.537","26446135","2559485200"
"748","302550","리메드","KOSDAQ","2024","12","의료·정밀기기","0.46",,"100",,,,"30638080",
"749","073570","리튬포어스","KOSDAQ","2024","12","기타제조","1.86",,"500",,,,"36189497",
"750","377450","리파인","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"17330000",
"751","277070","린드먼아시아","KOSDAQ","2024","12","금융","0.71",,"500","79","1.84","29.779","13692000","1000886550"
"752","042500","링네트","KOSDAQ","2024","12","IT 서비스","0.72",,"500","240","4.77","29.758","19070134","3825031200"
"753","193250","링크드","KOSDAQ","2024","12","전기·전자","0.51",,"100",,,,"63323377",
"754","474650","링크솔루션","KOSDAQ","2024","12","-",,,,,,,,
"755","219420","링크제니시스","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"11469507",
"756","439090","마녀공장","KOSDAQ","2024","12","화학","0.6",,"100",,,,"16378260",
"757","027740","마니커","KOSPI","2024","12","음식료·담배","2.63",,"500",,,,"63511228",
"758","195500","마니커에프앤지","KOSDAQ","2024","12","음식료·담배","1.95",,"500",,,,"15978000",
"759","377480","마음AI","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"6239246",
"760","305090","마이크로디지탈","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"16637660",
"761","448780","마이크로엔엑스","KONEX","2024","12","-",,,"500",,,,"2677680",
"762","098120","마이크로컨텍솔","KOSDAQ","2024","12","전기·전자","0.51",,"500","80","1.6","6.226","8312766","665021280"
"763","424980","마이크로투나노","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"5918890",
"764","038290","마크로젠","KOSDAQ","2024","12","일반서비스","0.48",,"500","300","1.8","-41.783","10841400","3252420000"
"765","001080","만호제강","KOSPI","2024","06","금속","2.52",,"1000",,,,"4150000",
"766","267980","매일유업","KOSDAQ","2024","12","음식료·담배","1.95",,"500","1250","3.49","19.81","7843638","9020865000"
"767","005990","매일홀딩스","KOSDAQ","2024","12","음식료·담배","1.95",,"500","250","2.9","5.674","13718304","3103026000"
"768","093520","매커스","KOSDAQ","2024","12","유통","0.93",,"500","200","2.4","9.415","16163092","1905518600"
"769","179720","머니무브","KONEX","2024","12","-",,,"500",,,,"2256714",
"770","100590","머큐리","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"15830023",
"771","067280","멀티캠퍼스","KOSDAQ","2024","12","일반서비스","0.48",,"500","2100","7","39.496","5926779","12446235900"
"772","072870","메가스터디","KOSDAQ","2024","12","오락·문화","0.7",,"500","800","6.9","48.419","11920959","9125601600"
"773","215200","메가스터디교육","KOSDAQ","2024","12","일반서비스","0.48",,"100","1500","3.4","32.177","11461955","16138390500"
"774","133750","메가엠디","KOSDAQ","2024","12","일반서비스","0.48",,"500","60","2.9","35.012","23407077","1324499100"
"775","446540","메가터치","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"20771000",
"776","235980","메드팩토","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"34275121",
"777","200580","메디쎄이","KONEX","2024","12","-",,,"500",,,,"3726079",
"778","041920","메디아나","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"18598223",
"779","233250","메디안디노스틱","KONEX","2024","12","-",,,"500",,,,"1746534",
"780","014100","메디앙스","KOSDAQ","2024","12","유통","0.93",,"500",,,,"11800000",
"781","236340","메디젠휴먼케어","KONEX","2024","12","-",,,"500",,,,"3014647",
"782","054180","메디콕스","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"58878283",
"783","086900","메디톡스","KOSDAQ","2024","12","제약","0.43",,"500","1100","0.9","52.411","7298497","8424486062"
"784","078160","메디포스트","KOSDAQ","2024","12","제약","0.43",,"500",,,,"34217785",
"785","138040","메리츠금융지주","KOSPI","2024","12","기타금융",,,"500","1350","1.2","10.315","190720114","240695655300"
"786","408920","메쎄이상","KOSDAQ","2024","12","일반서비스","0.48",,"100","100","4.9","31.817","43232455","4288664700"
"787","021880","메이슨캐피탈","KOSDAQ","2024","03","금융","0.34",,"500",,,,"152184408",
"788","140410","메지온","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"29963337",
"789","241770","메카로","KOSDAQ","2024","12","전기·전자","0.51",,"500","150","1.84","26.783","10192640","1477072500"
"790","090370","메타랩스","KOSPI","2024","12","섬유·의류","2.68",,"2500",,,,"24904689",
"791","059210","메타바이오메드","KOSDAQ","2024","12","제약","0.43",,"500","30","0.82","3.068","23862351","684933240"
"792","118000","메타케어","KOSPI","2024","12","유통","2.73",,"500",,,,"164777364",
"793","058110","멕아이씨에스","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"16050530",
"794","017180","명문제약","KOSPI","2024","12","제약","0.21",,"500",,,,"33953454",
"795","009900","명신산업","KOSPI","2024","12","운송장비·부품","2.7",,"500","150","1.7","6.097","52470133","7870519950"
"796","012690","모나리자","KOSPI","2024","12","종이·목재","2.88",,"500",,,,"36571255",
"797","005360","모나미","KOSPI","2024","12","유통","2.73",,"1000","30","1.4","-10.63","18897307","566919210"
"798","070960","모나용평","KOSPI","2024","12","일반서비스","1.84",,"5000",,,,"48133333",
"799","434480","모니터랩","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"12253300",
"800","080420","모다이노칩","KOSDAQ","2024","12","유통","0.93",,"500",,,,"79721622",
"801","417970","모델솔루션","KOSDAQ","2024","12","기계·장비","0.68",,"500","210","2.31","25.403","6396700","1343307000"
"802","080160","모두투어","KOSDAQ","2024","12","일반서비스","0.48",,"500","250","2.4","39.923","18900000","4328072250"
"803","087260","모바일어플라이언스","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"32552861",
"804","101330","모베이스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"23147029",
"805","012860","모베이스전자","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"73233457",
"806","363260","모비데이즈","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"32163769",
"807","348030","모비릭스","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"9603800",
"808","250060","모비스","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"32171314",
"809","288980","모아데이타","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"34556562",
"810","142760","모아라이프플러스","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"37734811",
"811","033200","모아텍","KOSDAQ","2024","03","IT부품","0.65",,"500",,,,"14331185",
"812","333050","모코엠시스","KOSDAQ","2024","12","IT 서비스","0.72",,"100","16","1.2","15.58","24459326","368000384"
"813","009680","모토닉","KOSPI","2024","12","운송장비·부품","2.7",,"500","600","6.9","40.098","33000000","12976574400"
"814","118990","모트렉스","KOSDAQ","2024","12","운송장비·부품","1.48",,"500",,,,"24861990",
"815","463480","모티브링크","KOSDAQ","2024","12","-",,,,,,,,
"816","006920","모헨즈","KOSDAQ","2024","12","비금속","1.89",,"500",,,,"10920000",
"817","009580","무림P&P","KOSPI","2024","12","종이·목재","2.88",,"2500","100","3.7","27.598","62368324","6236377800"
"818","001810","무림SP","KOSDAQ","2024","12","종이·목재","0.97",,"500","10","0.7","6.636","22137500","221375000"
"819","009200","무림페이퍼","KOSPI","2024","12","종이·목재","2.88",,"2500","100","4.8","8.432","41609310","4160931000"
"820","322970","무진메디","KONEX","2024","12","-",,,"500",,,,"10051978",
"821","033920","무학","KOSPI","2024","12","음식료·담배","2.63",,"200","130","1.96","7.111","28500000","3443292840"
"822","008420","문배철강","KOSPI","2024","12","금속","2.46",,"500","50","2.17","14.042","20503505","929127950"
"823","279600","미디어젠","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"4684781",
"824","095500","미래나노텍","KOSDAQ","2024","12","화학","0.6",,"500","50",,"5.504","31009999","1418619150"
"825","254490","미래반도체","KOSDAQ","2024","12","유통","0.93",,"100",,,,"14438000",
"826","025560","미래산업","KOSPI","2024","12","의료·정밀기기","0.49",,"500",,,,"53662924",
"827","218150","미래생명자원","KOSDAQ","2024","12","음식료·담배","1.95",,"100",,,,"20415802",
"828","007120","미래아이앤지","KOSPI","2024","12","IT 서비스",,,"500",,,,"28878608",
"829","442900","미래에셋드림스팩1호","KOSDAQ","2024","12","금융","0.71",,"500",,,,"7680000",
"830","100790","미래에셋벤처투자","KOSDAQ","2024","12","금융","0.71",,"1000","85","1.8","52.767","53124634","4515249130"
"831","446190","미래에셋비전스팩2호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4950000",
"832","448830","미래에셋비전스팩3호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4920000",
"833","477380","미래에셋비전스팩4호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"8100000",
"834","477470","미래에셋비전스팩5호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"5480000",
"835","478440","미래에셋비전스팩6호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"6930000",
"836","482680","미래에셋비전스팩7호","KOSDAQ","2024","12","금융","0.71",,"100",,,,"8215000",
"837","085620","미래에셋생명","KOSPI","2024","12","보험","3.95",,"5000",,,,"177016189",
"838","006800","미래에셋증권","KOSPI","2024","12","증권","3.56",,"5000","250","2.92","15.847","585316408","146655475750"
"839","208890","미래엔에듀파트너","KONEX","2024","12","-",,,"1000",,,,"4005520",
"840","049950","미래컴퍼니","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"8817884",
"841","207760","미스터블루","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"83079783",
"842","081660","미스토홀딩스","KOSPI","2024","12","유통","2.73",,"1000","1200","3.08","33.439","60095839","69459139040"
"843","002840","미원상사","KOSPI","2024","12","화학","1.64",,"500","2000","1.07","18.438","4750000","9320460500"
"844","268280","미원에스씨","KOSPI","2024","12","화학","1.64",,"500","2500","1.7","22.328","5000000","12183828900"
"845","107590","미원홀딩스","KOSPI","2024","12","기타금융",,,"500","700","0.9","5.542","2320000","1620815000"
"846","134380","미원화학","KOSPI","2024","12","화학","1.64",,"1000","4000","5.03","29.794","2199268","8023718000"
"847","351020","미쥬","KONEX","2024","12","-",,,"100",,,,"2075000",
"848","003650","미창석유공업","KOSPI","2024","12","화학","1.64",,"5000","3000","3.3","8.625","1739672","4538937000"
"849","059090","미코","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"33416778",
"850","201490","미투온","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"30390092",
"851","475460","미트박스","KOSDAQ","2024","12","-",,,,,,,,
"852","452200","민테크","KOSDAQ","2024","12","의료·정밀기기","0.46",,"100",,,,"22162300",
"853","206640","바디텍메드","KOSDAQ","2024","12","제약","0.43",,"1000","150","0.9","12.003","23486560","3267334800"
"854","018700","바른손","KOSDAQ","2024","12","유통","0.93",,"1000",,,,"35119757",
"855","035620","바른손이앤에이","KOSDAQ","2024","12","오락·문화","0.7",,"500",,,,"74439675",
"856","354390","바스칸바이오제약","KONEX","2024","12","-",,,"2500",,,,"7018247",
"857","053030","바이넥스","KOSDAQ","2024","12","제약","0.43",,"500",,,,"32684188",
"858","301300","바이브컴퍼니","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"12394861",
"859","377740","바이오노트","KOSPI","2024","12","제약","0.21",,"500","200","4.27","36.685","102056048","20272249200"
"860","064550","바이오니아","KOSDAQ","2024","12","제약","0.43",,"500",,,,"25810291",
"861","314930","바이오다인","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,,,"29764103",
"862","489460","바이오비쥬","KOSDAQ","2024","12","-",,,,,,,,
"863","086820","바이오솔루션","KOSDAQ","2024","12","제약","0.43",,"500",,,,"8143426",
"864","038460","바이오스마트","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"26164438",
"865","251120","바이오에프디엔씨","KOSDAQ","2024","12","제약","0.43",,"500",,,,"8695700",
"866","199730","바이오인프라","KOSDAQ","2024","12","일반서비스","0.48",,"500","400","5.9","-48.937","4864367","1945746800"
"867","266470","바이오인프라생명과학","KONEX","2024","12","-",,,"500",,,,"27866019",
"868","289170","바이오텐","KONEX","2024","12","-",,,"500",,,,"3576689",
"869","086040","바이오톡스텍","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"15958247",
"870","188040","바이오포트","KOSDAQ","2024","12","-",,,,,,,,
"871","199290","바이오프로테크","KONEX","2024","12","-",,,"500",,,,"16325192",
"872","099430","바이오플러스","KOSDAQ","2024","12","제약","0.43",,"500","50","0.7","16.655","57930864","2916348850"
"873","032980","바이온","KOSDAQ","2024","12","유통","0.93",,"500",,,,"44777990",
"874","308080","바이젠셀","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"19263740",
"875","043150","바텍","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500",,"0.52","2.688","14854256","1485425600"
"876","323990","박셀바이오","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"22993200",
"877","003610","방림","KOSPI","2024","09","섬유·의류","2.73",,"500","60","1.9","318.788","42314090","1966922570"
"878","267790","배럴","KOSDAQ","2024","12","섬유·의류","1.74",,"500","50","1","10.859","7888500","542413018"
"879","046310","백금T&A","KOSDAQ","2024","12","전기·전자","0.51",,"500","100","4.5","9.103","16418641","1608204300"
"880","035150","백산","KOSPI","2024","12","화학","1.64",,"500","200","1.5","7.116","21500000","4260556200"
"881","331520","밸로프","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"50864390",
"882","199480","뱅크웨어글로벌","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"10101638",
"883","438700","버넥트","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"11144890",
"884","066410","버킷스튜디오","KOSDAQ","2024","12","통신","1.69",,"500",,,,"86444648",
"885","002410","범양건영","KOSPI","2024","12","건설","2.23",,"1000",,,,"27479820",
"886","382900","범한퓨얼셀","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"8761000",
"887","206400","베노티앤알","KOSDAQ","2024","12","건설","1.82",,"500",,,,"37510158",
"888","019010","베뉴지","KOSDAQ","2024","12","유통","0.93",,"500","50","2.4","-17.761","48200000","2010000000"
"889","177350","베셀","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"89372043",
"890","457600","벡트","KOSDAQ","2024","12","전기·전자","0.51",,"100",,,,"13707500",
"891","424760","벨로크","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"19665002",
"892","007210","벽산","KOSPI","2024","12","비금속","4.47",,"500","37","1.7","10.074","67560000","2071329745"
"893","250000","보라티알","KOSDAQ","2024","12","유통","0.93",,"500","250","2.5","17.247","6750733","1637301500"
"894","002760","보락","KOSPI","2024","12","화학","1.64",,"200","5","0.45","-19.834","59900000","299500000"
"895","003850","보령","KOSPI","2024","12","제약","0.21",,"500","100","1","12.058","86787207","8396291700"
"896","310210","보로노이","KOSDAQ","2024","12","제약","0.43",,"500",,,,"18356592",
"897","006910","보성파워텍","KOSDAQ","2024","12","금속","1.34",,"500",,,,"49129824",
"898","000890","보해양조","KOSPI","2024","12","음식료·담배","2.63",,"500",,,,"139120129",
"899","226340","본느","KOSDAQ","2024","12","화학","0.6",,"100",,,,"41952420",
"900","206950","볼빅","KONEX","2024","12","-",,,"500",,,,"14077265",
"901","003000","부광약품","KOSPI","2024","12","제약","0.21",,"500",,,,"68454671",
"902","001270","부국증권","KOSPI","2024","12","증권","3.56",,"5000","1500","5.6","43.622","10369886","13502356000"
"903","026940","부국철강","KOSPI","2024","12","금속","2.46",,"500","75","3","64.24","20000000","1500000000"
"904","014470","부방","KOSDAQ","2024","12","부동산",,,"500",,,,"60052260",
"905","011390","부산산업","KOSPI","2024","12","비금속","4.47",,"5000","250","0.3","-10.798","1056000","264000000"
"906","005030","부산주공","KOSPI","2024","12","운송장비·부품","2.7",,"500",,,,"78782988",
"907","008470","부스타","KOSDAQ","2024","12","금속","1.34",,"500","50","1.29","23.911","8404800","404090550"
"908","338220","뷰노","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"13888217",
"909","100120","뷰웍스","KOSDAQ","2024","12","의료·정밀기기","0.46",,"500","600","2.8","26.117","10001865","5509146600"
"910","406820","뷰티스킨","KOSDAQ","2024","12","화학","0.6",,"500",,,,"3534040",
"911","099390","브레인즈컴퍼니","KOSDAQ","2024","12","IT 서비스","0.72",,"500","60","1.15","10.244","8208283","466311540"
"912","064480","브리지텍","KOSDAQ","2024","12","IT 서비스","0.72",,"500","100","1.8","-41.949","11952500","1159045400"
"913","288330","브릿지바이오","KOSDAQ","2024","12","제약","0.43",,"500",,,,"50411730",
"914","365900","브이씨","KOSDAQ","2024","12","기타제조","1.86",,"500",,,,"7310300",
"915","089970","브이엠","KOSDAQ","2024","12","기계·장비","0.68",,"100",,,,"24075595",
"916","251630","브이원텍","KOSDAQ","2024","12","기계·장비","0.68",,"500","100","2.6","-20.876","15942886","1526264500"
"917","018290","브이티","KOSDAQ","2024","12","화학","0.6",,"500",,,,"35798007",
"918","478560","블랙야크아이앤씨","KOSDAQ","2024","12","-",,,,"320","8.6","29.988",,"2092846720"
"919","439580","블루엠텍","KOSDAQ","2024","12","유통","0.93",,"100",,,,"11170221",
"920","033560","블루콤","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"17100000",
"921","191600","블루탑","KONEX","2024","12","-",,,"500",,,,"2850000",
"922","369370","블리츠웨이엔터테인먼트","KOSDAQ","2024","12","기타제조","1.86",,"100",,,,"49871911",
"923","126340","비나텍","KOSDAQ","2024","12","전기·전자","0.51","0.05","500",,,,"6085118",
"924","121800","비덴트","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"77201611",
"925","082800","비보존 제약","KOSDAQ","2024","12","제약","0.43",,"2500",,,,"50104666",
"926","318410","비비씨","KOSDAQ","2024","12","화학","0.6",,"500","400","5.28","59.036","5555243","2222097200"
"927","002070","비비안","KOSPI","2024","12","섬유·의류","2.68",,"500",,,,"29793990",
"928","100220","비상교육","KOSPI","2024","12","오락·문화",,,"500",,,,"12996741",
"929","419540","비스토스","KOSDAQ","2024","12","의료·정밀기기","0.46",,"100",,,,"22992511",
"930","146320","비씨엔씨","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"12792923",
"931","200780","비씨월드제약","KOSDAQ","2024","12","제약","0.43","0.1","200",,,,"8892384",
"932","413640","비아이매트릭스","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"7206940",
"933","141000","비아트론","KOSDAQ","2024","12","기계·장비","0.68",,"500","100","1.38","8.152","12114710","1091446100"
"934","090460","비에이치","KOSPI","2024","12","전기·전자","1.59",,"500","250","1.4","9.981","34464379","7744516250"
"935","083650","비에이치아이","KOSDAQ","2024","12","기계·장비","0.68",,"500",,,,"30944375",
"936","473370","비엔케이제2호스팩","KOSDAQ","2024","12","금융","0.71",,"100",,,,"4210000",
"937","065170","비엘팜텍","KOSDAQ","2024","12","유통","0.93",,"500",,,,"88970559",
"938","086670","비엠티","KOSDAQ","2024","12","기계·장비","0.68",,"500","250","3.24","56.398","9125174","2281293500"
"939","335890","비올","KOSDAQ","2024","12","의료·정밀기기","0.46",,"100","20","0.3","3.538","58419125","1154858800"
"940","230980","비유테크놀러지","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"93320557",
"941","082920","비츠로셀","KOSDAQ","2024","12","전기·전자","0.51",,"500","460","2.2","20.162","22872213","10334941440"
"942","054220","비츠로시스","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"51160598",
"943","042370","비츠로테크","KOSDAQ","2024","12","금융","0.71",,"500","50","0.7","3.154","26200025","1310001250"
"944","050090","비케이홀딩스","KOSDAQ","2024","12","일반서비스","0.48",,"500",,,,"19784735",
"945","148780","비큐AI","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"31445725",
"946","307870","비투엔","KOSDAQ","2024","12","IT 서비스","0.72",,"100",,,,"45297879",
"947","377030","비트맥스","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"30270882",
"948","032850","비트컴퓨터","KOSDAQ","2024","12","IT 서비스","0.72",,"500","63","1.3","13.422","16623293","1002490965"
"949","238200","비피도","KOSDAQ","2024","12","음식료·담배","1.95",,"500","0","0","0","8180000","0"
"950","093190","빅솔론","KOSDAQ","2024","12","전기·전자","0.51",,"500","200","4.5","22.659","19238905","3010047800"
"951","065450","빅텍","KOSDAQ","2024","12","의료·정밀기기","0.46",,"200","30","0.7","22.508","28652800","859584000"
"952","044480","빌리언스","KOSDAQ","2024","12","화학","0.6",,"500",,,,"40663728",
"953","005180","빙그레","KOSPI","2024","12","음식료·담배","2.63",,"5000","3300","3.4","28.266","9851241","29177943300"
"954","069540","빛과전자","KOSDAQ","2024","12","전기·전자","0.51",,"500",,,,"46037579",
"955","072950","빛샘전자","KOSDAQ","2024","12","전기·전자","0.51",,"500","70","1.76","10.859","8052610","560743680"
"956","266170","뿌리깊은나무들","KONEX","2024","12","-",,,"500",,,,"6592267",
"957","451250","삐아","KOSDAQ","2024","12","화학","0.6",,"500","150","1.6","242.957","10089877","1477180350"
"958","143240","사람인","KOSDAQ","2024","12","IT 서비스","0.72",,"500","500","2.8","42.512","11709263","5249365500"
"959","466410","사이냅소프트","KOSDAQ","2024","12","IT 서비스","0.72",,"500",,,,"5037023",
"960","003960","사조대림","KOSPI","2024","12","음식료·담배","2.63",,"5000","300","0.7","2.643","9164467","2531961300"
"961","008040","사조동아원","KOSPI","2024","12","음식료·담배","2.63",,"500","20","2","11.619","141144600","2818923880"
"962","007160","사조산업","KOSPI","2024","12","농업, 임업 및 어업",,,"5000",,,,"5000000",
"963","014710","사조씨푸드","KOSPI","2024","12","음식료·담배","2.63",,"1000",,,,"17218543",
"964","006090","사조오양","KOSPI","2024","12","음식료·담배","2.63",,"5000","150","1.77","11.175","9422739","1413410400"
"965","452430","사피엔반도체","KOSDAQ","2024","12","전기·전자","0.51",,"100",,,,"8096454",
"966","419120","산돌","KOSDAQ","2024","12","IT 서비스","0.72",,"500","180","3.07","26.286","7774326","1316948580"
"967","062040","산일전기","KOSPI","2024","12","전기·전자","1.59",,"500","420","1.6","15.251","30445200","12761467740"
"968","122350","삼기","KOSDAQ","2024","12","운송장비·부품","1.48",,"100",,,,"38339428",
"969","419050","삼기에너지솔루션즈","KOSDAQ","2024","12","운송장비·부품","1.48",,"100",,,,"57196240",
"970","014970","삼륭물산","KOSDAQ","2024","12","종이·목재","0.97",,"500","75","2.2","-18.712","15125000","1111875000"
"971","018310","삼목에스폼","KOSDAQ","2024","12","금속","1.34",,"500","200","0.94","3.937","14700000","2890018600"
"972","012210","삼미금속","KONEX","2024","12","-",,,"500",,,,"35599885",
"973","053700","삼보모터스","KOSDAQ","2024","12","운송장비·부품","1.48",,"500","50","1.18","2.536","22877190","1111447800"
